transcript	RIBO_GMP_Ven_A	RIBO_GMP_Ven_B	RIBO_GMP_vehicle_A	RIBO_GMP_vehicle_B	RIBO_HSC_Ven_A	RIBO_HSC_Ven_B	RIBO_HSC_vehicle_A	RIBO_HSC_vehicle_B	RIBO_GMP_Ven_A_21	RIBO_GMP_Ven_B_21	RIBO_GMP_vehicle_A_21	RIBO_GMP_vehicle_B_21	RIBO_HSC_Ven_A_21	RIBO_HSC_Ven_B_21	RIBO_HSC_vehicle_A_21	RIBO_HSC_vehicle_B_21
Tmem117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem119	23	10	12	15	1	3	8	6	3	0	6	1	2	1	4	4
Tmem120a	21	9	7	10	7	1	4	12	3	1	5	5	6	3	6	5
Tmem120b	2	1	0	0	1	0	3	0	0	0	2	0	3	0	1	0
Tmem121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem121b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem123	71	31	27	50	37	13	43	45	12	7	3	12	15	1	17	12
Tmem125	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Tmem126a	10	10	9	10	8	0	8	11	2	3	3	2	5	0	4	3
Tmem126b	36	9	16	26	24	7	20	17	6	2	6	6	18	8	5	12
Tmem127	24	4	8	26	16	2	23	13	5	4	6	4	12	6	2	4
Tmem128	42	8	33	21	22	2	23	10	10	0	14	11	10	1	5	10
Tmem129	14	1	4	7	4	5	4	6	4	0	0	3	6	4	0	3
Tmem130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem131	310	126	191	191	166	60	133	184	103	26	59	46	116	27	71	79
Tmem131l	349	151	238	265	261	127	290	265	92	37	63	78	176	79	139	117
Tmem132a	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132b	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem132c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132e	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Tmem134	1	1	1	1	1	0	0	0	0	0	1	0	3	0	3	1
Tmem135	70	26	30	55	42	13	50	55	11	9	10	6	34	5	12	17
Tmem136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem138	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0
Tmem139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem140	0	1	0	2	0	0	0	0	0	0	0	0	1	0	1	0
Tmem141	18	6	5	8	16	4	11	6	3	0	3	4	5	3	1	3
Tmem143	22	11	12	12	10	6	20	13	4	4	3	3	10	6	5	0
Tmem144	3	2	4	1	0	0	2	2	0	0	0	1	1	0	1	1
Tmem145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem147	115	52	64	88	54	9	50	55	23	10	12	24	38	3	25	11
Tmem14a	2	1	3	3	1	1	2	0	1	0	1	0	1	1	1	0
Tmem14c	199	93	115	133	58	31	77	111	43	28	32	47	36	11	35	41
Tmem150a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem150b	2	0	1	1	1	0	1	2	2	1	0	0	0	1	1	1
Tmem150c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem151b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem154	62	46	82	82	68	27	80	66	8	12	23	24	23	2	17	10
Tmem156	158	67	117	110	67	27	76	99	25	20	32	20	59	21	34	49
Tmem158	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1
Tmem159	4	1	1	0	0	0	0	0	0	1	1	1	2	1	2	0
Tmem160	23	7	17	20	6	2	9	9	4	2	8	3	16	3	10	6
Tmem161a	23	7	18	10	14	1	8	12	3	3	1	2	12	6	7	6
Tmem161b	38	7	23	22	8	1	7	9	15	11	9	4	10	2	9	9
Tmem163	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem164	15	7	7	9	4	5	6	11	8	0	3	1	9	4	9	7
Tmem165	433	208	301	332	230	48	265	264	132	80	118	146	153	27	126	120
Tmem167	15	3	5	10	8	3	8	15	2	2	1	3	4	0	0	2
Tmem167b	14	5	8	7	6	1	1	3	4	2	2	4	7	3	7	7
Tmem168	120	45	71	90	62	15	61	74	16	10	22	17	26	11	21	18
Tmem169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem17	2	0	2	2	1	0	1	4	0	0	0	0	0	0	0	0
Tmem170	0	0	0	0	1	2	1	3	0	0	1	0	0	0	0	0
Tmem170b	4	1	2	2	4	1	1	0	4	0	2	1	3	1	3	4
Tmem171	4	0	2	1	0	1	4	4	0	0	1	0	2	0	1	1
Tmem173	45	14	22	20	26	29	58	64	7	4	8	7	32	14	30	26
Tmem174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem175	23	5	8	16	5	4	6	5	12	3	2	5	8	1	7	6
Tmem176a	3	0	1	0	2	2	3	0	1	0	2	0	0	0	0	0
Tmem176b	9	0	5	4	4	1	4	8	2	0	1	1	1	0	0	2
Tmem177	10	10	7	17	9	3	7	8	2	3	5	2	7	2	1	6
Tmem178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem178b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem179b	23	6	5	15	1	2	8	4	7	1	6	6	2	2	1	2
Tmem18	70	43	42	62	56	24	46	58	10	6	16	14	19	7	14	24
Tmem181a	0	0	2	1	0	0	2	2	0	0	0	2	0	0	0	2
Tmem182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem183a	38	12	23	24	40	10	21	19	15	9	15	7	36	9	13	16
Tmem184a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem184b	8	2	2	10	2	1	7	4	1	2	1	1	8	1	4	5
Tmem184c	37	9	22	26	30	6	13	15	13	3	18	4	29	2	16	10
Tmem185a	34	12	26	36	29	7	15	29	15	3	11	15	22	2	8	16
Tmem185b	62	15	29	38	19	5	24	17	20	4	8	14	16	2	8	9
Tmem186	5	3	0	1	3	0	4	2	1	0	1	0	2	0	1	4
Tmem189	15	3	5	11	4	0	7	3	3	0	1	1	2	0	0	1
Tmem19	106	28	40	55	33	12	41	60	18	8	14	11	13	5	19	19
Tmem190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem191c	3	1	0	1	3	1	0	0	0	0	0	0	0	1	1	1
Tmem192	6	2	3	6	6	1	4	3	1	0	3	0	5	0	2	2
Tmem196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem198b	0	0	0	0	2	0	1	1	0	0	0	2	1	0	1	3
Tmem199	58	36	30	34	19	5	20	29	9	3	4	3	17	4	11	8
Tmem200a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem200b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem200c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem201	10	1	2	5	3	0	2	3	2	0	1	0	5	3	2	1
Tmem202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem203	8	4	7	5	4	0	6	10	1	2	2	3	5	4	4	10
Tmem204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem205	37	22	23	32	15	2	32	35	8	4	7	9	16	2	10	15
Tmem207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem208	87	35	41	66	25	3	21	25	23	4	9	9	18	2	14	10
Tmem209	257	118	182	201	147	57	147	131	39	27	40	27	59	21	37	37
Tmem210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem214	32	11	20	19	34	23	26	33	8	3	7	9	25	18	14	17
Tmem215	16	6	5	17	0	0	0	0	3	1	5	2	0	0	0	0
Tmem216	3	2	3	4	0	0	0	2	3	0	0	1	0	0	0	2
Tmem217	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem218	2	0	3	0	1	0	0	1	1	0	0	1	1	0	0	0
Tmem219	15	3	3	7	5	0	2	2	3	0	4	1	2	0	4	4
Tmem220	8	6	5	7	8	4	12	20	2	0	1	3	3	2	2	5
Tmem221	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0
Tmem222	43	26	34	35	18	5	23	23	8	10	14	9	16	1	8	15
Tmem223	14	4	3	10	2	1	1	7	2	1	2	4	7	1	3	3
Tmem225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem229a	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tmem229b	19	3	6	10	18	7	9	15	7	2	3	2	33	12	11	12
Tmem230	3	1	2	0	1	1	2	3	0	1	0	1	1	3	3	4
Tmem231	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem233	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem234	139	69	107	128	78	15	72	70	39	12	37	34	72	11	45	27
Tmem235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	15	3	11	7	1	2	2	2	3	1	2	2	2	2	0	0
Tmem238	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem238l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem240	0	0	0	0	0	0	2	0	0	0	0	1	3	0	0	1
Tmem241	4	0	0	4	2	0	1	1	1	1	0	0	0	0	0	0
Tmem242	60	29	51	47	28	10	32	31	10	8	9	9	13	6	15	13
Tmem243	0	0	1	0	18	1	5	11	1	0	0	0	16	4	12	5
Tmem245	41	16	23	27	38	10	32	44	15	7	6	9	26	5	12	11
Tmem246	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tmem248	38	6	22	22	33	5	24	31	8	3	10	3	28	13	12	13
Tmem249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem25	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	0
Tmem250-ps	7	0	3	1	4	0	3	2	0	1	2	0	4	1	3	4
Tmem251	9	13	8	4	4	1	4	2	0	3	3	1	5	0	1	1
Tmem252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Tmem254a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem254c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem255a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem255b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem256	26	10	8	12	7	0	7	7	8	1	4	4	10	3	5	5
Tmem258	7	2	1	3	5	2	1	0	0	2	1	0	6	4	4	5
Tmem259	81	46	76	90	43	11	64	60	31	11	30	29	54	13	28	41
Tmem26	1	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0
Tmem260	106	29	49	79	60	25	64	72	20	7	17	11	38	5	19	21
Tmem262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem263	28	14	21	19	35	4	21	17	8	5	10	5	12	1	11	6
Tmem265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tmem267	2	2	3	2	21	4	9	12	0	0	2	0	12	3	2	5
Tmem268	4	1	2	1	6	0	0	3	0	0	1	0	8	3	3	5
Tmem269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem273	7	8	8	17	20	6	28	18	5	2	6	3	9	6	8	12
Tmem274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem30a	255	82	117	196	73	20	85	88	50	12	35	43	36	8	24	26
Tmem30b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem30c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem33	24	4	9	17	19	2	2	7	4	4	3	1	9	2	1	3
Tmem35a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem35b	6	6	5	11	6	0	11	2	1	0	1	2	1	1	0	0
Tmem37	0	0	1	1	0	0	0	2	1	0	0	0	0	0	1	0
Tmem38a	1	0	1	3	0	0	2	0	1	0	0	0	4	1	2	2
Tmem38b	188	82	123	134	85	29	99	104	41	17	19	35	38	16	40	38
Tmem39a	45	14	19	22	26	5	14	12	9	8	6	16	30	9	12	11
Tmem39b	82	31	38	66	58	11	44	58	12	9	13	15	15	4	14	26
Tmem40	66	37	52	68	22	5	38	40	16	7	19	13	23	2	14	11
Tmem41a	8	1	3	3	7	0	3	6	2	0	0	1	15	3	3	7
Tmem41b	106	36	67	84	41	12	65	56	25	12	20	24	31	7	25	24
Tmem42	1	2	1	2	2	0	4	2	1	1	0	0	2	0	1	0
Tmem43	301	123	177	225	167	102	228	256	77	37	59	46	99	38	60	90
Tmem44	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Tmem45a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem45b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem47	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmem50a	433	229	277	327	182	72	227	267	123	70	108	97	56	24	80	83
Tmem50b	41	15	29	33	20	4	30	30	7	3	12	9	19	3	13	9
Tmem51	1	0	4	2	4	0	8	3	3	1	1	0	17	2	3	6
Tmem52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem52b	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tmem53	3	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0
Tmem54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem59	495	235	360	397	252	76	310	335	136	67	105	111	148	40	142	131
Tmem59l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem60	11	6	2	7	3	0	3	7	4	0	2	1	1	0	3	2
Tmem61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tmem62	16	8	16	18	7	0	6	6	4	1	4	1	1	2	4	4
Tmem63a	149	62	83	102	54	25	94	92	36	18	28	26	65	12	48	36
Tmem63b	14	4	7	10	3	0	9	4	3	2	3	3	7	4	7	2
Tmem63c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem64	1	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0
Tmem65	32	10	15	23	17	0	18	17	4	2	7	5	11	0	8	5
Tmem67	35	22	27	28	20	11	26	31	9	4	6	4	13	4	2	3
Tmem68	62	26	26	32	29	10	27	21	15	3	16	6	20	3	10	12
Tmem69	14	9	6	11	3	0	3	1	3	2	1	2	5	1	3	2
Tmem70	66	15	41	31	22	12	29	27	6	3	11	4	12	4	14	9
Tmem71	40	17	19	38	32	6	59	38	4	7	8	5	35	3	31	19
Tmem72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tmem74b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem74bos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem79	5	1	2	1	1	2	1	2	0	0	2	1	3	0	1	0
Tmem8	8	2	8	11	16	3	13	7	8	0	8	6	22	4	19	7
Tmem80	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Tmem81	4	0	2	3	5	2	2	3	0	0	1	0	3	0	2	1
Tmem82	1	3	1	1	1	1	0	2	2	0	0	0	2	0	0	1
Tmem86a	6	9	11	15	6	1	15	13	2	2	4	1	4	0	4	8
Tmem86b	3	1	3	1	1	0	2	1	1	0	0	1	0	0	1	1
Tmem87a	333	188	284	298	125	65	169	203	63	35	46	46	46	21	47	50
Tmem87b	47	14	32	33	17	3	18	20	11	4	10	8	17	2	9	7
Tmem88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem88b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem8b	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0
Tmem9	11	12	11	9	7	6	8	15	2	2	6	3	7	3	1	4
Tmem91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem94	109	53	77	62	91	22	83	94	47	16	60	25	121	28	57	57
Tmem95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem97	21	9	10	11	6	3	6	8	3	0	3	3	5	1	4	1
Tmem98	7	4	2	1	2	0	7	2	1	0	0	0	0	0	1	2
Tmem9b	54	4	10	24	19	3	20	20	10	4	5	6	13	5	10	4
Tmf1	294	90	173	187	191	39	203	220	68	32	73	52	170	20	93	95
Tmie	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmigd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmigd3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmod1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Tmod2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmod3	246	78	128	153	142	57	163	152	38	11	18	19	47	12	27	26
Tmod4	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
Tmpo	178	53	111	125	181	54	126	116	42	14	32	27	179	53	61	62
Tmppe	45	11	18	24	17	6	15	19	7	2	11	7	21	5	7	9
Tmprss11a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss11g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss3	9	9	9	8	2	0	3	4	1	2	6	3	5	0	3	6
Tmprss4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmprss5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmprss7	0	0	1	0	0	0	3	0	1	1	0	1	2	2	1	0
Tmprss9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb10	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0
Tmsb15a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb15b1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Tmsb15b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb15l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmsb4x	198	98	130	145	145	38	151	173	69	39	50	73	95	47	89	98
Tmtc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmtc3	74	25	42	55	35	11	44	33	15	2	13	9	20	4	9	13
Tmtc4	41	16	27	21	23	5	16	19	11	3	5	6	19	4	10	5
Tmub1	2	0	1	0	2	0	1	2	1	0	1	1	11	0	0	0
Tmub2	69	41	38	67	19	7	32	45	7	7	12	12	22	6	14	21
Tmx1	670	335	479	524	321	118	361	411	149	91	120	139	133	33	96	108
Tmx2	185	107	122	171	60	26	88	88	43	29	32	47	18	9	23	31
Tmx3	460	195	308	332	243	79	281	313	101	41	83	73	61	24	57	82
Tmx4	857	507	627	741	364	123	485	513	142	118	181	178	227	59	166	171
Tnc	1	2	2	2	1	0	1	1	1	0	1	0	5	0	0	1
Tnf	7	9	5	11	7	1	6	3	2	3	2	2	4	1	2	2
Tnfaip1	1	0	0	0	2	0	2	2	1	0	2	0	2	0	2	2
Tnfaip2	101	54	80	100	68	27	96	103	28	11	30	24	93	19	64	41
Tnfaip3	24	12	6	9	30	6	21	25	5	2	3	2	16	5	14	9
Tnfaip6	4	3	4	5	1	1	0	0	0	0	1	0	0	1	0	1
Tnfaip8	98	29	32	52	62	13	64	80	18	15	10	17	26	10	19	20
Tnfaip8l1	5	0	3	2	1	0	0	0	2	0	0	0	0	0	0	0
Tnfaip8l2	48	12	20	30	29	6	29	29	7	2	3	7	14	8	7	10
Tnfaip8l3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf10b	10	8	12	10	11	0	8	3	0	0	4	2	4	0	4	0
Tnfrsf11a	1	1	3	3	4	1	1	2	3	0	1	0	4	1	1	1
Tnfrsf11b	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf12a	8	2	2	4	0	0	3	3	0	1	1	1	3	0	0	0
Tnfrsf13b	1	1	2	1	1	1	0	1	2	1	0	1	4	0	1	1
Tnfrsf13c	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tnfrsf14	29	9	13	17	21	13	26	17	17	5	5	12	31	5	14	32
Tnfrsf17	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Tnfrsf18	11	5	9	11	1	2	10	16	2	0	1	1	3	0	2	2
Tnfrsf19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tnfrsf1a	188	55	100	123	112	23	133	130	52	14	52	35	131	29	102	89
Tnfrsf1b	43	6	17	29	21	10	19	23	8	3	7	7	13	4	12	7
Tnfrsf21	103	31	69	64	57	10	40	55	44	9	33	21	91	14	50	44
Tnfrsf22	4	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0
Tnfrsf23	4	0	2	1	2	0	0	1	2	0	0	0	1	0	2	0
Tnfrsf25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf26	19	11	8	9	4	6	9	12	2	2	4	0	4	0	1	4
Tnfrsf4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
Tnfrsf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfrsf9	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0
Tnfsf10	3	1	1	4	6	3	4	9	0	0	1	0	1	2	1	4
Tnfsf11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
Tnfsf12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf13	2	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0
Tnfsf13b	2	0	2	3	3	1	2	2	0	2	1	0	0	1	0	2
Tnfsf14	31	14	12	29	3	1	18	18	3	2	4	2	4	2	5	6
Tnfsf15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf18	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf9	2	2	0	2	1	0	2	1	1	0	0	0	0	0	1	0
Tnfsfm13	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tnik	75	23	31	37	2	5	10	8	17	6	14	7	3	2	5	0
Tnip1	251	142	174	222	217	78	277	272	61	28	62	44	219	58	153	124
Tnip2	70	35	52	39	59	12	74	64	12	7	10	11	32	9	21	13
Tnip3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Tnk1	5	4	6	7	0	0	1	0	2	0	7	1	1	1	0	1
Tnk2	20	15	17	14	11	5	3	14	12	3	8	9	18	4	9	9
Tnks	150	53	76	102	97	41	144	115	33	13	34	22	90	26	71	56
Tnks1bp1	15	8	7	13	16	2	6	11	7	2	3	4	17	1	4	3
Tnks2	144	43	78	96	106	25	121	101	30	8	42	23	93	24	49	44
Tnmd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnn	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Tnnc1	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Tnnc2	0	1	0	1	4	0	1	0	0	0	0	0	1	0	0	0
Tnni1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnni2	9	3	11	6	19	5	13	9	4	4	1	2	22	2	9	10
Tnni3	1	0	2	2	0	0	0	0	1	0	0	0	0	0	2	0
Tnni3k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnnt1	110	43	52	91	32	11	58	57	28	5	11	10	42	6	24	25
Tnnt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Tnnt3	1	0	0	3	8	0	2	5	4	3	2	0	12	0	6	2
Tnp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnp2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnpo1	611	267	450	414	302	132	182	169	177	86	168	121	267	78	111	101
Tnpo2	42	22	33	28	27	12	26	21	22	11	15	12	38	15	16	14
Tnpo3	220	88	135	121	187	61	133	108	38	18	41	36	126	18	63	47
Tnr	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tnrc18	215	92	188	169	213	34	172	131	125	48	83	91	327	72	205	146
Tnrc6a	216	83	129	145	152	29	115	75	111	41	89	82	199	23	115	74
Tnrc6b	255	93	170	122	191	59	156	108	89	25	69	65	218	40	139	91
Tnrc6c	114	43	77	82	73	18	58	56	45	19	43	35	115	13	47	39
Tns1	12	2	3	5	11	6	9	13	2	2	5	0	7	4	12	9
Tns2	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
Tns3	167	55	96	103	126	63	108	124	47	19	39	36	130	39	69	55
Tns4	3	1	0	1	6	3	6	5	1	0	1	0	11	4	4	6
Tnxb	2	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0
Tob1	8	3	10	10	10	1	7	9	2	1	1	1	13	1	4	0
Tob2	159	50	86	91	121	28	107	92	42	30	52	33	162	24	81	76
Toe1	86	43	49	65	77	23	84	86	23	7	15	13	49	12	23	23
Togaram1	42	18	26	31	56	10	40	33	16	9	15	8	71	15	19	16
Togaram2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
