	RNA_HSC_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_vehicle_A	RNA_HSC_Ven_B	RNA_GMP_Ven_A	RNA_GMP_vehicle_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_B
Smim13-201	19.0	22.0	40.0	16.0	27.0	9.0	5.0	7.0
Nedd9-202	1080.0	1088.0	1530.0	1013.0	1411.0	57.0	154.0	42.0
Tmem170b-201	11.0	14.0	16.0	18.0	31.0	0.0	5.0	1.0
Adtrp-201	1.0	1.0	6.0	3.0	12.0	7.0	1.0	7.0
Hivep1-201	152.0	146.0	273.0	183.0	214.0	32.0	49.0	10.0
Edn1-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phactr1-205	0.0	2.0	1.0	7.0	8.0	38.0	5.0	19.0
Tbc1d7-202	243.0	200.0	267.0	195.0	149.0	126.0	59.0	66.0
Gfod1-201	15.0	24.0	21.0	14.0	23.0	2.0	4.0	7.0
Sirt5-211	79.0	83.0	105.0	125.0	81.0	28.0	46.0	61.0
Nol7-201	2424.0	1901.0	2177.0	1842.0	1350.0	2595.0	777.0	3437.0
Ranbp9-201	1401.0	1289.0	1692.0	1290.0	1616.0	153.0	254.0	76.0
Mcur1-201	443.0	282.0	403.0	303.0	381.0	181.0	111.0	238.0
Rnf182-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cd83-201	1.0	3.0	2.0	1.0	11.0	0.0	0.0	0.0
Jarid2-208	1521.0	1673.0	2321.0	1614.0	1635.0	137.0	237.0	97.0
Dtnbp1-201	1107.0	1058.0	1398.0	1065.0	985.0	883.0	564.0	1020.0
Mylip-201	59.0	64.0	109.0	92.0	183.0	11.0	34.0	6.0
Gmpr-201	198.0	157.0	225.0	198.0	166.0	78.0	42.0	59.0
Atxn1-201	3.0	4.0	5.0	11.0	11.0	10.0	1.0	1.0
Stmnd1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rbm24-201	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Cap2-201	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
Fam8a1-201	90.0	78.0	121.0	64.0	102.0	22.0	17.0	8.0
Nup153-201	1534.0	1932.0	2060.0	1491.0	1745.0	117.0	142.0	101.0
Kif13a-201	521.0	546.0	904.0	540.0	492.0	80.0	66.0	37.0
Nhlrc1-201	60.0	31.0	73.0	50.0	33.0	11.0	19.0	4.0
Tpmt-201	36.0	12.0	38.0	25.0	50.0	16.0	32.0	49.0
Kdm1b-201	160.0	239.0	276.0	187.0	249.0	18.0	38.0	16.0
Dek-201	4947.0	4873.0	5668.0	4503.0	4774.0	5822.0	1875.0	5858.0
Rnf144b-201	23.0	32.0	81.0	25.0	86.0	2.0	11.0	8.0
Id4-201	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Zfp169-207	35.0	41.0	60.0	28.0	19.0	0.0	3.0	1.0
A830005F24Rik-201	3.0	2.0	3.0	2.0	0.0	0.0	1.0	3.0
Ptpdc1-201	104.0	89.0	178.0	116.0	146.0	17.0	17.0	2.0
Barx1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phf2-201	226.0	332.0	360.0	268.0	269.0	30.0	13.0	35.0
Fam120a-201	1469.0	1678.0	2127.0	1493.0	1520.0	92.0	167.0	49.0
Wnk2-203	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0
Ninj1-201	383.0	429.0	506.0	466.0	704.0	177.0	254.0	273.0
Card19-201	481.0	409.0	455.0	403.0	583.0	607.0	284.0	432.0
Susd3-202	148.0	170.0	167.0	189.0	274.0	114.0	187.0	205.0
Fgd3-203	209.0	269.0	314.0	201.0	307.0	43.0	73.0	51.0
Bicd2-201	180.0	238.0	294.0	180.0	443.0	55.0	96.0	48.0
Ippk-202	385.0	468.0	467.0	273.0	299.0	45.0	65.0	4.0
Cenpp-201	489.0	428.0	404.0	358.0	320.0	157.0	129.0	314.0
Tes3-ps-201	3.0	1.0	5.0	0.0	0.0	1.0	0.0	3.0
Ecm2-201	2.0	0.0	4.0	2.0	6.0	2.0	2.0	19.0
Aspn-202	6.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
Omd-202	27.0	8.0	14.0	10.0	6.0	14.0	4.0	1.0
Ogn-201	3.0	2.0	2.0	2.0	6.0	4.0	0.0	12.0
Nol8-205	1043.0	1304.0	1119.0	898.0	1018.0	376.0	281.0	406.0
Iars-206	2392.0	3053.0	3323.0	2308.0	1979.0	108.0	266.0	134.0
Gm30302-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm906-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxw17-201	358.0	276.0	312.0	247.0	181.0	37.0	40.0	24.0
Gm47429-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nutm2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm904-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm8765-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spin1-201	284.0	447.0	449.0	333.0	444.0	19.0	56.0	70.0
Nxnl2-201	0.0	1.0	0.0	0.0	7.0	0.0	2.0	1.0
S1pr3-201	9.0	5.0	15.0	9.0	112.0	7.0	12.0	0.0
Shc3-201	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cks2-201	1578.0	1470.0	1261.0	1299.0	1411.0	1812.0	565.0	1805.0
Secisbp2-201	516.0	481.0	580.0	316.0	506.0	279.0	163.0	193.0
Sema4d-201	213.0	251.0	690.0	246.0	1264.0	46.0	135.0	21.0
Gadd45g-201	38.0	29.0	43.0	40.0	49.0	66.0	21.0	51.0
Diras2-201	2.0	2.0	3.0	1.0	2.0	0.0	0.0	0.0
Syk-203	1075.0	1200.0	1896.0	1124.0	1254.0	42.0	202.0	73.0
Auh-201	299.0	269.0	341.0	267.0	363.0	213.0	154.0	213.0
Nfil3-201	461.0	584.0	567.0	541.0	643.0	78.0	187.0	88.0
Ror2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sptlc1-201	592.0	536.0	674.0	500.0	521.0	63.0	166.0	79.0
Msx2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Drd1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sfxn1-201	2239.0	1827.0	2413.0	1997.0	1709.0	1253.0	755.0	1160.0
Hrh2-201	13.0	4.0	35.0	7.0	76.0	0.0	11.0	0.0
Cplx2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Thoc3-201	836.0	820.0	1125.0	871.0	766.0	647.0	376.0	596.0
Simc1-202	141.0	224.0	264.0	184.0	169.0	21.0	10.0	3.0
4833439L19Rik-201	793.0	657.0	1144.0	727.0	700.0	9.0	171.0	26.0
Arl10-201	86.0	114.0	117.0	61.0	90.0	80.0	27.0	31.0
Nop16-201	846.0	837.0	821.0	773.0	628.0	656.0	316.0	790.0
Higd2a-201	646.0	524.0	602.0	567.0	554.0	1049.0	362.0	1077.0
Cltb-202	224.0	228.0	278.0	294.0	142.0	297.0	74.0	355.0
Faf2-203	684.0	629.0	794.0	610.0	628.0	94.0	169.0	173.0
Rnf44-204	254.0	283.0	408.0	257.0	291.0	4.0	42.0	6.0
Cdhr2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gprin1-202	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
Sncb-201	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Eif4e1b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tspan17-201	244.0	182.0	323.0	208.0	191.0	90.0	80.0	77.0
Unc5a-201	14.0	28.0	42.0	20.0	14.0	7.0	2.0	0.0
Hk3-201	8327.0	9425.0	13265.0	8494.0	10612.0	2213.0	3359.0	1934.0
Uimc1-201	1663.0	1493.0	1745.0	1401.0	1419.0	1032.0	457.0	567.0
Zfp346-201	38.0	44.0	47.0	48.0	49.0	8.0	9.0	0.0
Fgfr4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nsd1-201	931.0	918.0	1099.0	825.0	893.0	605.0	164.0	366.0
Rab24-201	1110.0	900.0	1162.0	921.0	968.0	1885.0	584.0	928.0
Prelid1-201	2716.0	2557.0	3412.0	2741.0	2485.0	1634.0	1257.0	2957.0
Mxd3-201	96.0	96.0	123.0	74.0	100.0	37.0	51.0	96.0
Lman2-201	4572.0	4619.0	4908.0	4569.0	3704.0	2119.0	1668.0	3732.0
Rgs14-201	990.0	1129.0	1295.0	895.0	1012.0	100.0	290.0	99.0
Slc34a1-205	1.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0
Pfn3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F12-201	10.0	6.0	19.0	8.0	10.0	2.0	1.0	0.0
Grk6-202	2409.0	2373.0	3894.0	2694.0	2795.0	151.0	605.0	99.0
Prr7-201	20.0	13.0	16.0	21.0	15.0	8.0	2.0	25.0
Dbn1-203	42.0	39.0	40.0	41.0	36.0	1.0	10.0	4.0
Pdlim7-201	295.0	344.0	394.0	289.0	367.0	45.0	99.0	88.0
Dok3-202	2768.0	2772.0	3499.0	2473.0	2517.0	1136.0	981.0	1170.0
Ddx41-201	1866.0	1789.0	2016.0	1653.0	1483.0	145.0	442.0	293.0
Fam193b-201	327.0	304.0	483.0	324.0	401.0	317.0	107.0	150.0
Tmed9-201	2904.0	2831.0	2895.0	2736.0	2847.0	1828.0	1417.0	1778.0
B4galt7-201	165.0	213.0	289.0	227.0	188.0	18.0	47.0	12.0
Caml-201	309.0	317.0	261.0	280.0	292.0	85.0	104.0	71.0
Ddx46-202	2206.0	1646.0	2164.0	1858.0	1634.0	1325.0	436.0	999.0
B230219D22Rik-201	153.0	222.0	230.0	171.0	174.0	146.0	20.0	89.0
Txndc15-201	727.0	670.0	778.0	606.0	650.0	315.0	264.0	301.0
Pcbd2-202	244.0	200.0	222.0	164.0	183.0	505.0	96.0	801.0
Catsper3-202	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Pitx1-201	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0
H2afy-201	8271.0	8564.0	12589.0	8324.0	10906.0	8077.0	5528.0	9158.0
Tifab-201	922.0	1382.0	1470.0	955.0	1705.0	152.0	443.0	181.0
Neurog1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cxcl14-201	1.0	1.0	9.0	1.0	2.0	2.0	0.0	2.0
Gm3045-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc25a48-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Il9-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbxl21-201	7.0	3.0	5.0	8.0	5.0	2.0	0.0	0.0
Lect2-201	14.0	5.0	1.0	10.0	2.0	0.0	0.0	0.0
Tgfbi-201	436.0	594.0	552.0	633.0	844.0	224.0	236.0	157.0
Smad5-201	256.0	276.0	292.0	225.0	224.0	26.0	39.0	14.0
Gm45623-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trpc7-201	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Spock1-205	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0
Klhl3-202	4.0	2.0	0.0	1.0	1.0	3.0	0.0	4.0
Hnrnpa0-201	59.0	85.0	77.0	68.0	64.0	60.0	23.0	52.0
Idnk-201	203.0	260.0	248.0	164.0	197.0	639.0	91.0	616.0
Ubqln1-202	1484.0	1716.0	2521.0	1690.0	1669.0	41.0	317.0	50.0
Gkap1-201	61.0	87.0	59.0	77.0	94.0	38.0	22.0	39.0
Kif27-203	2.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0
2210016F16Rik-201	1345.0	1314.0	1482.0	1223.0	1072.0	1676.0	647.0	1715.0
Hnrnpk-201	22530.0	19900.0	24570.0	18929.0	17566.0	2379.0	5165.0	2585.0
Rmi1-202	1152.0	1118.0	1451.0	992.0	1106.0	154.0	287.0	181.0
Slc28a3-201	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Ntrk2-201	5.0	3.0	1.0	1.0	7.0	0.0	1.0	0.0
Agtpbp1-201	1239.0	1095.0	1440.0	1058.0	967.0	583.0	218.0	169.0
Naa35-201	1393.0	1519.0	1736.0	1450.0	1360.0	389.0	363.0	362.0
Golm1-201	250.0	296.0	276.0	227.0	356.0	25.0	58.0	18.0
4921517D22Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spata31d1a-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spata31d1b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Spata31d1d-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1700014D04Rik-203	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0
Isca1-201	74.0	72.0	61.0	47.0	79.0	37.0	19.0	31.0
Gm49354-201	1.0	5.0	0.0	0.0	3.0	0.0	0.0	2.0
Tut7-201	2287.0	2067.0	2903.0	2121.0	2218.0	343.0	357.0	288.0
Gas1-202	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dapk1-202	116.0	116.0	206.0	137.0	117.0	11.0	24.0	15.0
BC051665-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctsll3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4930486L24Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm49392-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm49393-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctla2b-201	0.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0
Gm49391-201	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Tpbpb-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctla2a-201	6.0	7.0	4.0	5.0	9.0	7.0	1.0	7.0
Tpbpa-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctsj-201	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Ctsq-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ctsr-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cts6-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cts8-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm49398-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cts7-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Ctsm-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cts3-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp808-201	787.0	793.0	917.0	667.0	676.0	37.0	69.0	22.0
Gm3604-202	286.0	406.0	305.0	283.0	414.0	25.0	70.0	65.0
Gm49359-201	63.0	44.0	37.0	44.0	28.0	6.0	10.0	7.0
Zfp935-201	13.0	13.0	31.0	3.0	7.0	0.0	3.0	2.0
Zfp934-202	319.0	303.0	317.0	217.0	180.0	20.0	30.0	6.0
6720489N17Rik-202	96.0	87.0	86.0	62.0	55.0	0.0	3.0	7.0
Platr25-202	703.0	672.0	820.0	515.0	591.0	50.0	98.0	51.0
Gm5141-202	180.0	232.0	268.0	146.0	181.0	36.0	17.0	30.0
Fbp2-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fbp1-201	608.0	676.0	444.0	991.0	386.0	55.0	131.0	69.0
Aopep-202	312.0	328.0	336.0	284.0	296.0	142.0	91.0	69.0
Fancc-201	245.0	265.0	410.0	272.0	210.0	35.0	82.0	30.0
Ptch1-201	22.0	58.0	40.0	42.0	33.0	4.0	2.0	3.0
Ercc6l2-203	284.0	309.0	423.0	319.0	293.0	58.0	31.0	24.0
Hsd17b3-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc35d2-201	375.0	291.0	404.0	293.0	244.0	17.0	53.0	62.0
Zfp367-201	209.0	174.0	246.0	189.0	180.0	18.0	51.0	1.0
Habp4-201	73.0	51.0	51.0	50.0	75.0	42.0	53.0	36.0
Cdc14b-201	74.0	62.0	100.0	62.0	76.0	0.0	12.0	0.0
Prxl2c-207	220.0	183.0	206.0	172.0	291.0	60.0	82.0	82.0
Ctsl-205	320.0	275.0	271.0	356.0	431.0	207.0	159.0	175.0
Cdk20-201	74.0	34.0	78.0	53.0	33.0	13.0	16.0	12.0
Fam240b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cntnap3-201	1.0	0.0	1.0	4.0	0.0	1.0	0.0	0.0
Spata31-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Spata31d1c-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prss47-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mfsd14b-203	3496.0	3393.0	4099.0	3058.0	3461.0	85.0	396.0	43.0
Olfr465-ps1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr466-202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nlrp4f-204	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Gm10775-201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp369-202	32.0	33.0	65.0	41.0	53.0	5.0	4.0	25.0
Gm10324-201	2.0	4.0	12.0	3.0	5.0	0.0	0.0	0.0
2410141K09Rik-202	3.0	3.0	2.0	3.0	9.0	0.0	0.0	0.0
Uqcrb-201	3931.0	3208.0	3042.0	2844.0	2288.0	5326.0	1194.0	7534.0
Gm10767-202	1.0	5.0	1.0	1.0	0.0	0.0	1.0	0.0
Mterf3-201	1463.0	1300.0	1543.0	1215.0	1025.0	453.0	257.0	422.0
Ptdss1-201	1044.0	1074.0	1225.0	965.0	991.0	108.0	262.0	114.0
Zfp712-201	88.0	113.0	107.0	115.0	129.0	10.0	10.0	13.0
Zfp708-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gm28557-203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rslcan18-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp759-201	56.0	39.0	50.0	39.0	35.0	0.0	2.0	12.0
Rsl1-201	151.0	193.0	193.0	135.0	188.0	33.0	32.0	15.0
Zfp455-202	50.0	33.0	22.0	32.0	41.0	2.0	9.0	0.0
Zfp458-201	30.0	27.0	41.0	15.0	21.0	1.0	0.0	0.0
Zfp457-201	7.0	2.0	3.0	7.0	2.0	10.0	0.0	17.0
Zfp595-203	182.0	151.0	111.0	95.0	90.0	9.0	9.0	7.0
Gm28044-201	2.0	2.0	0.0	2.0	0.0	0.0	1.0	0.0
Zfp953-201	67.0	19.0	43.0	47.0	60.0	2.0	1.0	11.0
Gm28041-201	9.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0
Zfp456-201	79.0	131.0	93.0	92.0	117.0	1.0	16.0	23.0
Zfp429-201	245.0	312.0	317.0	225.0	262.0	28.0	51.0	42.0
Zfp459-201	0.0	10.0	9.0	0.0	14.0	4.0	1.0	2.0
Zfp874a-202	159.0	137.0	173.0	70.0	170.0	0.0	24.0	0.0
Zfp874b-201	66.0	62.0	71.0	63.0	81.0	1.0	7.0	0.0
Zfp58-201	43.0	85.0	64.0	36.0	76.0	0.0	14.0	5.0
Gm26965-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp87-204	389.0	457.0	437.0	252.0	455.0	17.0	74.0	6.0
Zfp748-202	396.0	455.0	528.0	363.0	512.0	21.0	35.0	30.0
Zfp729b-201	286.0	249.0	337.0	201.0	220.0	46.0	42.0	58.0
Zfp729a-201	182.0	192.0	194.0	113.0	127.0	6.0	9.0	29.0
Zfp738-203	138.0	168.0	170.0	100.0	159.0	11.0	7.0	25.0
Zfp65-201	102.0	112.0	86.0	72.0	89.0	3.0	9.0	13.0
Zfp85-202	69.0	48.0	69.0	39.0	83.0	11.0	20.0	2.0
Zfp493-201	24.0	38.0	54.0	8.0	21.0	0.0	2.0	0.0
Zfp273-203	83.0	75.0	80.0	58.0	71.0	2.0	3.0	0.0
Gm10037-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC048507-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mtrr-209	423.0	507.0	539.0	409.0	345.0	38.0	63.0	23.0
Fastkd3-201	623.0	608.0	615.0	526.0	488.0	238.0	112.0	165.0
1700001L19Rik-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Adcy2-201	5.0	1.0	23.0	7.0	7.0	0.0	2.0	0.0
Tent4a-201	139.0	144.0	173.0	101.0	122.0	19.0	9.0	7.0
Nsun2-202	5931.0	5858.0	6436.0	5131.0	4376.0	607.0	1223.0	770.0
Srd5a1-202	44.0	28.0	37.0	29.0	26.0	4.0	14.0	12.0
Ube2ql1-201	2.0	12.0	0.0	2.0	0.0	0.0	0.0	0.0
Med10-201	729.0	558.0	659.0	656.0	424.0	506.0	191.0	490.0
Ice1-201	441.0	493.0	576.0	455.0	428.0	131.0	54.0	37.0
Adamts16-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Irx1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Irx2-201	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Irx4-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Ndufs6-201	845.0	721.0	746.0	740.0	676.0	3787.0	420.0	6087.0
Mrpl36-201	680.0	642.0	543.0	535.0	357.0	491.0	224.0	619.0
Lpcat1-201	194.0	174.0	255.0	209.0	261.0	83.0	61.0	21.0
Slc6a3-201	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Clptm1l-201	2627.0	2576.0	3652.0	2670.0	2752.0	334.0	783.0	341.0
Tert-201	7.0	5.0	5.0	10.0	9.0	0.0	1.0	0.0
Slc6a18-208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Slc6a19-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Slc12a7-201	92.0	95.0	158.0	104.0	132.0	3.0	10.0	3.0
Nkd2-201	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Trip13-201	851.0	942.0	1025.0	769.0	587.0	108.0	183.0	81.0
Brd9-201	1157.0	1111.0	1227.0	974.0	1098.0	667.0	348.0	500.0
Zdhhc11-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tppp-201	1.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0
Cep72-201	542.0	454.0	692.0	479.0	425.0	36.0	125.0	29.0
Slc9a3-201	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Exoc3-201	1331.0	1752.0	1641.0	1283.0	1319.0	269.0	285.0	421.0
Ahrr-201	16.0	2.0	9.0	8.0	4.0	0.0	0.0	0.0
Pdcd6-201	1855.0	1716.0	1648.0	1548.0	1275.0	889.0	591.0	897.0
Sdha-201	6104.0	5914.0	7045.0	5656.0	5103.0	901.0	1425.0	704.0
Ccdc127-201	484.0	520.0	527.0	389.0	402.0	136.0	102.0	174.0
Lrrc14b-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zfp72-202	59.0	55.0	51.0	33.0	26.0	4.0	11.0	0.0
Ftl1-ps1-202	38.0	25.0	29.0	40.0	23.0	58.0	10.0	53.0
Zfp825-202	894.0	717.0	895.0	800.0	763.0	146.0	195.0	153.0
Erap1-201	2937.0	2806.0	3232.0	2428.0	3335.0	548.0	655.0	751.0
Cast-201	3804.0	3443.0	4730.0	3619.0	3756.0	394.0	722.0	353.0
Pcsk1-201	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
Ell2-201	332.0	206.0	227.0	212.0	115.0	3.0	1.0	1.0
Glrx-201	720.0	571.0	665.0	520.0	711.0	68.0	197.0	199.0
Rhobtb3-201	3.0	5.0	0.0	0.0	1.0	5.0	1.0	0.0
Spata9-201	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0
Rfesd-201	123.0	74.0	101.0	116.0	95.0	174.0	44.0	193.0
Gpr150-201	37.0	36.0	61.0	40.0	19.0	23.0	6.0	14.0
Arsk-201	250.0	238.0	246.0	189.0	285.0	19.0	40.0	11.0
Ttc37-205	873.0	726.0	879.0	655.0	711.0	66.0	79.0	24.0
Fam81b-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Mctp1-201	1382.0	1226.0	1573.0	1004.0	1156.0	36.0	144.0	40.0
Slf1-201	1081.0	1011.0	1164.0	863.0	806.0	400.0	166.0	270.0
2210408I21Rik-201	78.0	47.0	74.0	62.0	34.0	11.0	8.0	25.0
Fam172a-201	795.0	735.0	972.0	791.0	592.0	133.0	136.0	80.0
Pou5f2-201	19.0	6.0	26.0	11.0	5.0	36.0	8.0	7.0
Nr2f1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Arrdc3-201	196.0	137.0	220.0	129.0	177.0	5.0	14.0	0.0
Adgrv1-201	3.0	1.0	3.0	2.0	7.0	9.0	3.0	1.0
Lysmd3-202	139.0	141.0	130.0	125.0	246.0	3.0	35.0	4.0
Polr3g-201	94.0	69.0	98.0	79.0	39.0	75.0	16.0	59.0
Mblac2-201	55.0	28.0	47.0	38.0	27.0	13.0	19.0	22.0
Cetn3-201	2624.0	2059.0	2061.0	1745.0	1795.0	2357.0	808.0	2242.0
Mef2c-218	110.0	249.0	591.0	75.0	533.0	106.0	99.0	139.0
Tmem161b-201	351.0	365.0	408.0	308.0	339.0	38.0	72.0	30.0
Ccnh-201	2057.0	1817.0	1844.0	1651.0	1433.0	1545.0	547.0	990.0
Rasa1-201	1067.0	999.0	1302.0	1007.0	977.0	212.0	229.0	231.0
Cox7c-203	2013.0	1778.0	1483.0	1629.0	1262.0	9809.0	779.0	11495.0
Edil3-202	0.0	0.0	0.0	1.0	9.0	0.0	0.0	0.0
Hapln1-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vcan-201	38.0	18.0	2.0	36.0	9.0	0.0	7.0	20.0
Xrcc4-201	284.0	233.0	283.0	192.0	270.0	113.0	96.0	101.0
Tmem167-203	601.0	630.0	594.0	446.0	425.0	842.0	209.0	791.0
Atp6ap1l-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rps23-201	3126.0	2519.0	2275.0	2595.0	2155.0	11408.0	1385.0	16048.0
Atg10-201	220.0	191.0	234.0	171.0	233.0	46.0	74.0	90.0
Ssbp2-201	1150.0	1028.0	870.0	926.0	402.0	86.0	100.0	63.0
Acot12-201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zcchc9-201	375.0	326.0	415.0	349.0	280.0	184.0	95.0	124.0
Ckmt2-201	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Rasgrf2-201	248.0	230.0	417.0	238.0	347.0	18.0	49.0	55.0
Msh3-202	693.0	599.0	1061.0	592.0	677.0	129.0	95.0	82.0
Gm20379-201	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Dhfr-201	531.0	451.0	533.0	415.0	460.0	562.0	191.0	572.0
Ankrd34b-201	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Fam151b-201	167.0	135.0	118.0	126.0	86.0	87.0	27.0	62.0
Zfyve16-201	631.0	575.0	722.0	441.0	417.0	40.0	63.0	59.0
Spz1-201	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
