reference	RNA_GMP_Ven_A	RNA_GMP_Ven_B	RNA_GMP_vehicle_A	RNA_GMP_vehicle_B	RNA_HSC_Ven_A	RNA_HSC_Ven_B	RNA_HSC_vehicle_A	RNA_HSC_vehicle_B
B020004J07Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B020011L13Rik	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B020031M17Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B230118H07Rik	767.0	745.0	680.0	603.0	2610.0	2177.0	1312.0	632.0
B230217C12Rik	36.0	31.0	20.0	17.0	15.0	6.0	23.0	17.0
B230219D22Rik	2718.0	2067.0	2365.0	1872.0	463.0	544.0	2300.0	377.0
B230307C23Rik	114.0	99.0	106.0	86.0	84.0	76.0	71.0	23.0
B2m	31240.0	30146.0	35386.0	24290.0	21599.0	9729.0	40127.0	15363.0
B3galnt1	0.0	6.0	4.0	0.0	0.0	1.0	25.0	10.0
B3galnt2	1158.0	1017.0	1354.0	983.0	274.0	508.0	1027.0	222.0
B3galt1	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
B3galt2	1.0	1.0	3.0	7.0	10.0	7.0	2.0	1.0
B3galt4	397.0	253.0	283.0	269.0	98.0	60.0	249.0	108.0
B3galt5	603.0	434.0	424.0	372.0	47.0	68.0	208.0	35.0
B3galt6	670.0	470.0	507.0	448.0	218.0	201.0	373.0	147.0
B3gat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3gat2	10.0	13.0	29.0	14.0	12.0	15.0	13.0	3.0
B3gat3	861.0	705.0	744.0	670.0	845.0	910.0	575.0	274.0
B3glct	447.0	436.0	318.0	420.0	182.0	194.0	327.0	74.0
B3gnt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B3gnt3	69.0	36.0	44.0	79.0	18.0	15.0	55.0	3.0
B3gnt4	3.0	7.0	2.0	6.0	4.0	4.0	2.0	0.0
B3gnt5	480.0	134.0	141.0	97.0	84.0	150.0	309.0	52.0
B3gnt6	4.0	2.0	4.0	1.0	0.0	0.0	5.0	1.0
B3gnt7	54.0	21.0	33.0	9.0	23.0	13.0	69.0	18.0
B3gnt8	1715.0	1523.0	1731.0	1446.0	1149.0	1101.0	1486.0	679.0
B3gnt9	8.0	4.0	1.0	11.0	1.0	0.0	6.0	0.0
B3gntl1	274.0	223.0	220.0	223.0	131.0	156.0	226.0	72.0
B430305J03Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B430306N03Rik	1899.0	1159.0	1165.0	1062.0	241.0	405.0	1482.0	257.0
B4galnt1	15549.0	9646.0	10137.0	10012.0	2695.0	1949.0	9426.0	2661.0
B4galnt2	6.0	6.0	6.0	0.0	4.0	2.0	1.0	0.0
B4galnt3	9.0	4.0	2.0	4.0	1.0	1.0	3.0	1.0
B4galnt4	20.0	19.0	11.0	32.0	6.0	23.0	39.0	18.0
B4galt1	2802.0	1943.0	1868.0	2004.0	1361.0	2360.0	2045.0	523.0
B4galt2	0.0	1.0	3.0	6.0	1.0	1.0	3.0	0.0
B4galt3	554.0	312.0	355.0	293.0	320.0	463.0	541.0	148.0
B4galt4	68.0	37.0	27.0	7.0	31.0	64.0	56.0	27.0
B4galt5	615.0	430.0	432.0	433.0	162.0	165.0	480.0	167.0
B4galt6	5691.0	4037.0	3535.0	4161.0	1275.0	1675.0	2062.0	491.0
B4galt7	612.0	432.0	463.0	453.0	184.0	276.0	427.0	117.0
B4gat1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B630019K06Rik	257.0	159.0	150.0	217.0	13.0	5.0	23.0	3.0
B830017H08Rik	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
B930094E09Rik	4.0	6.0	2.0	1.0	7.0	3.0	0.0	1.0
B9d1	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0
B9d2	707.0	735.0	695.0	646.0	774.0	499.0	446.0	259.0
BB014433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BB287469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC003965	769.0	835.0	764.0	595.0	942.0	1941.0	606.0	328.0
BC004004	2004.0	2166.0	1780.0	1776.0	1978.0	1074.0	1508.0	566.0
BC005537	2407.0	1791.0	1768.0	1917.0	7986.0	10740.0	2069.0	1279.0
BC005561	765.0	833.0	623.0	676.0	310.0	551.0	416.0	129.0
BC005624	1620.0	1458.0	1472.0	1185.0	1256.0	1872.0	1429.0	698.0
BC016579	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
BC017158	617.0	440.0	477.0	475.0	93.0	96.0	496.0	110.0
BC024063	166.0	131.0	114.0	107.0	42.0	16.0	155.0	24.0
BC024139	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC024978	10.0	12.0	9.0	7.0	9.0	4.0	18.0	1.0
BC025920	1.0	6.0	2.0	4.0	6.0	11.0	4.0	2.0
BC028528	583.0	619.0	454.0	507.0	601.0	488.0	544.0	275.0
BC029722	329.0	282.0	245.0	293.0	211.0	132.0	279.0	124.0
BC030500	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
BC030867	550.0	384.0	410.0	349.0	197.0	220.0	308.0	107.0
BC031181	1666.0	1775.0	1774.0	1557.0	2289.0	1350.0	1456.0	679.0
BC034090	10.0	6.0	12.0	12.0	2.0	2.0	0.0	1.0
BC035044	3219.0	2760.0	3029.0	2178.0	2166.0	2180.0	4879.0	1889.0
BC035947	2.0	0.0	0.0	3.0	1.0	1.0	2.0	2.0
BC048403	486.0	348.0	291.0	335.0	84.0	185.0	219.0	51.0
BC048507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC048562	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
BC048671	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC048679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC049352	1.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0
BC049715	24.0	13.0	11.0	12.0	2.0	4.0	24.0	10.0
BC049762	4.0	0.0	9.0	1.0	28.0	4.0	8.0	0.0
BC051019	5.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0
BC051142	0.0	12.0	6.0	13.0	1.0	6.0	1.0	0.0
BC051665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC052040	479.0	358.0	389.0	339.0	89.0	132.0	282.0	54.0
BC053393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC055324	1154.0	940.0	1061.0	913.0	217.0	306.0	888.0	195.0
BC061212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC061237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC067074	2.0	1.0	0.0	0.0	3.0	4.0	2.0	0.0
BC080695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC107364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BC147527	33.0	9.0	15.0	7.0	90.0	122.0	95.0	56.0
BX088531.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX571804.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BX908741.1	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
Baalc	0.0	2.0	0.0	6.0	0.0	1.0	12.0	0.0
Baat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Babam1	1361.0	1225.0	1118.0	1068.0	918.0	756.0	1036.0	455.0
Babam2	1077.0	955.0	892.0	753.0	578.0	400.0	812.0	269.0
Bace1	1866.0	1508.0	1023.0	1203.0	372.0	480.0	1490.0	303.0
Bace2	0.0	4.0	1.0	0.0	1.0	2.0	0.0	0.0
Bach1	361.0	309.0	296.0	314.0	395.0	775.0	288.0	104.0
Bach2	8.0	13.0	4.0	14.0	7.0	116.0	5.0	6.0
Bad	750.0	693.0	743.0	626.0	1341.0	590.0	818.0	404.0
Bag1	4904.0	4896.0	4446.0	4466.0	3865.0	3006.0	3807.0	1896.0
Bag2	371.0	327.0	385.0	349.0	86.0	46.0	253.0	77.0
Bag3	219.0	155.0	177.0	182.0	166.0	262.0	211.0	71.0
Bag4	1032.0	862.0	829.0	843.0	331.0	505.0	823.0	188.0
Bag5	957.0	945.0	944.0	943.0	315.0	296.0	935.0	363.0
Bag6	1865.0	1156.0	1351.0	1344.0	356.0	526.0	1168.0	279.0
Bahcc1	43.0	26.0	13.0	14.0	3.0	12.0	9.0	0.0
Bahd1	454.0	282.0	335.0	326.0	192.0	303.0	420.0	103.0
Baiap2	234.0	113.0	180.0	185.0	36.0	28.0	121.0	49.0
Baiap2l1	9.0	4.0	1.0	4.0	1.0	12.0	1.0	5.0
Baiap2l2	6.0	2.0	7.0	2.0	4.0	0.0	0.0	0.0
Baiap3	73.0	26.0	45.0	19.0	6.0	6.0	126.0	16.0
Bak1	629.0	624.0	601.0	613.0	1128.0	1013.0	425.0	188.0
Bambi	368.0	573.0	382.0	342.0	87.0	133.0	192.0	62.0
Banf1	3344.0	3633.0	2928.0	2837.0	7631.0	8575.0	2049.0	1290.0
Banf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bank1	273.0	131.0	157.0	154.0	30.0	55.0	221.0	54.0
Banp	375.0	394.0	479.0	386.0	252.0	194.0	480.0	131.0
Bap1	1707.0	1356.0	1500.0	1445.0	451.0	753.0	1423.0	355.0
Bard1	171.0	147.0	132.0	106.0	255.0	444.0	151.0	57.0
Barhl1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Barhl2	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
Barx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Barx2	0.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0
Basp1	105.0	101.0	63.0	72.0	72.0	53.0	45.0	24.0
Batf	504.0	519.0	509.0	418.0	729.0	339.0	448.0	243.0
Batf2	23.0	15.0	16.0	18.0	24.0	9.0	20.0	4.0
Batf3	4.0	7.0	0.0	2.0	6.0	6.0	0.0	1.0
Bax	2324.0	2346.0	2582.0	2138.0	7188.0	5183.0	2079.0	1130.0
Baz1a	8533.0	7535.0	7327.0	7268.0	5653.0	8130.0	6663.0	2300.0
Baz1b	2779.0	2190.0	2175.0	2161.0	2099.0	3885.0	2124.0	741.0
Baz2a	899.0	639.0	710.0	668.0	539.0	1105.0	721.0	228.0
Baz2b	13592.0	10710.0	9500.0	9660.0	4884.0	9044.0	9576.0	2568.0
Bbc3	104.0	88.0	97.0	96.0	94.0	137.0	160.0	83.0
Bbip1	674.0	847.0	699.0	631.0	1032.0	679.0	641.0	262.0
Bbof1	20.0	16.0	22.0	16.0	31.0	32.0	15.0	2.0
Bbox1	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Bbs1	16.0	17.0	9.0	30.0	12.0	25.0	10.0	0.0
Bbs10	112.0	81.0	63.0	70.0	16.0	20.0	96.0	18.0
Bbs12	111.0	127.0	118.0	107.0	35.0	70.0	117.0	30.0
Bbs2	138.0	104.0	121.0	122.0	29.0	56.0	155.0	31.0
Bbs4	286.0	238.0	220.0	196.0	63.0	99.0	203.0	49.0
Bbs5	72.0	74.0	75.0	77.0	33.0	101.0	30.0	11.0
Bbs7	43.0	57.0	80.0	56.0	7.0	3.0	3.0	0.0
Bbs9	806.0	734.0	679.0	684.0	83.0	106.0	756.0	151.0
Bbx	813.0	889.0	671.0	673.0	440.0	571.0	639.0	210.0
Bcam	1.0	1.0	0.0	4.0	0.0	1.0	3.0	0.0
Bcan	10.0	9.0	6.0	6.0	0.0	5.0	6.0	6.0
Bcap29	5944.0	6685.0	5524.0	5481.0	1825.0	2062.0	3439.0	1273.0
Bcap31	5849.0	5981.0	5274.0	4948.0	3569.0	4569.0	4357.0	1911.0
Bcar1	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0
Bcar3	152.0	109.0	77.0	146.0	7.0	26.0	43.0	15.0
Bcas1	277.0	228.0	148.0	211.0	76.0	165.0	478.0	157.0
Bcas2	2423.0	2468.0	2010.0	2133.0	3122.0	5503.0	1690.0	933.0
Bcas3	543.0	353.0	382.0	381.0	33.0	26.0	506.0	91.0
Bcat1	6.0	12.0	13.0	9.0	5.0	2.0	9.0	0.0
Bcat2	1482.0	1342.0	1408.0	1558.0	993.0	896.0	1181.0	493.0
Bccip	2160.0	2476.0	2284.0	2025.0	1708.0	1858.0	1706.0	921.0
Bcdin3d	183.0	194.0	105.0	160.0	129.0	153.0	104.0	56.0
Bche	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0
Bckdha	3435.0	2984.0	2568.0	2780.0	1114.0	617.0	2286.0	958.0
Bckdhb	307.0	340.0	257.0	274.0	202.0	258.0	150.0	84.0
Bckdk	3384.0	2762.0	2595.0	2422.0	1065.0	885.0	2371.0	706.0
Bcl10	1769.0	1460.0	1543.0	1530.0	606.0	818.0	1588.0	613.0
Bcl11a	10.0	1.0	1.0	5.0	7.0	41.0	17.0	2.0
Bcl11b	87.0	52.0	68.0	84.0	75.0	167.0	148.0	35.0
Bcl2	329.0	215.0	268.0	184.0	498.0	1244.0	669.0	195.0
Bcl2a1a	50.0	89.0	46.0	56.0	101.0	105.0	40.0	35.0
Bcl2a1b	135.0	289.0	230.0	254.0	74.0	49.0	66.0	18.0
Bcl2a1c	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl2a1d	60.0	90.0	63.0	85.0	28.0	45.0	30.0	4.0
Bcl2l1	800.0	642.0	657.0	598.0	248.0	311.0	383.0	160.0
Bcl2l10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl2l11	402.0	254.0	260.0	246.0	83.0	133.0	364.0	65.0
Bcl2l12	429.0	406.0	355.0	359.0	901.0	896.0	315.0	230.0
Bcl2l13	1323.0	1125.0	998.0	1030.0	246.0	263.0	1091.0	265.0
Bcl2l14	40.0	52.0	48.0	82.0	88.0	74.0	129.0	43.0
Bcl2l15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bcl2l2	103.0	115.0	91.0	91.0	151.0	219.0	70.0	31.0
Bcl3	291.0	153.0	273.0	255.0	21.0	45.0	161.0	51.0
Bcl6	436.0	227.0	261.0	229.0	100.0	161.0	379.0	61.0
Bcl6b	6.0	0.0	3.0	2.0	4.0	14.0	5.0	3.0
Bcl7a	220.0	221.0	204.0	181.0	94.0	185.0	215.0	71.0
Bcl7b	948.0	668.0	644.0	654.0	519.0	457.0	685.0	302.0
Bcl7c	346.0	358.0	340.0	355.0	1391.0	927.0	312.0	187.0
Bcl9	126.0	92.0	106.0	93.0	39.0	81.0	64.0	25.0
Bcl9l	52.0	28.0	41.0	47.0	25.0	58.0	51.0	19.0
Bclaf1	5292.0	5141.0	4359.0	4221.0	2633.0	3590.0	4544.0	1135.0
Bclaf3	762.0	660.0	705.0	524.0	201.0	289.0	599.0	118.0
Bco1	5.0	8.0	1.0	3.0	6.0	10.0	4.0	11.0
Bco2	13.0	10.0	11.0	7.0	1.0	5.0	9.0	0.0
Bcor	2095.0	1121.0	1312.0	1074.0	565.0	1297.0	1216.0	228.0
Bcorl1	88.0	61.0	68.0	67.0	50.0	113.0	54.0	14.0
Bcr	238.0	112.0	130.0	99.0	167.0	187.0	232.0	65.0
Bcs1l	356.0	373.0	409.0	340.0	175.0	127.0	357.0	144.0
Bdh1	56.0	75.0	59.0	126.0	75.0	38.0	86.0	30.0
Bdh2	0.0	0.0	0.0	1.0	0.0	3.0	3.0	0.0
Bdkrb1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bdkrb2	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0
Bdnf	1.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0
Bdp1	945.0	879.0	876.0	740.0	553.0	869.0	701.0	233.0
Bean1	3.0	4.0	3.0	0.0	24.0	16.0	0.0	0.0
Becn1	4854.0	4302.0	3923.0	3691.0	812.0	973.0	3752.0	1160.0
Begain	0.0	0.0	1.0	3.0	0.0	3.0	5.0	0.0
Bend3	218.0	96.0	105.0	122.0	58.0	135.0	63.0	19.0
Bend4	840.0	646.0	679.0	545.0	47.0	47.0	98.0	16.0
Bend5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
Bend6	2.0	0.0	2.0	6.0	0.0	0.0	3.0	3.0
Bend7	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Best1	1.0	3.0	1.0	3.0	6.0	5.0	9.0	5.0
Best2	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Best3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bet1	1652.0	1946.0	1832.0	1401.0	1177.0	1000.0	1708.0	638.0
Bet1l	682.0	560.0	520.0	503.0	675.0	628.0	540.0	186.0
Bex1	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
Bex2	1.0	11.0	1.0	3.0	0.0	2.0	1.0	0.0
Bex3	783.0	900.0	734.0	821.0	1111.0	804.0	579.0	343.0
Bex4	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Bex6	207.0	161.0	175.0	120.0	432.0	812.0	503.0	284.0
Bfar	1347.0	1356.0	1250.0	1018.0	606.0	795.0	1100.0	366.0
Bfsp1	358.0	211.0	192.0	222.0	112.0	82.0	213.0	101.0
Bfsp2	2.0	1.0	2.0	8.0	19.0	22.0	11.0	6.0
Bglap	4.0	3.0	2.0	4.0	4.0	3.0	6.0	0.0
Bglap2	5.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0
Bglap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bgn	10.0	19.0	3.0	22.0	3.0	6.0	25.0	14.0
Bhlha15	42.0	35.0	39.0	74.0	9.0	8.0	36.0	5.0
Bhlha9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bhlhb9	6.0	7.0	7.0	8.0	45.0	17.0	56.0	5.0
Bhlhe22	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bhlhe23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bhlhe40	566.0	277.0	354.0	386.0	169.0	153.0	403.0	100.0
Bhlhe41	54.0	59.0	49.0	58.0	248.0	187.0	47.0	18.0
Bhmt	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bhmt2	70.0	27.0	39.0	56.0	48.0	82.0	56.0	15.0
Bicc1	2.0	1.0	3.0	1.0	10.0	2.0	9.0	2.0
Bicd1	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Bicd2	651.0	452.0	538.0	478.0	256.0	381.0	1002.0	211.0
Bicdl1	64.0	38.0	29.0	34.0	7.0	16.0	30.0	7.0
Bicdl2	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0
Bicra	121.0	64.0	82.0	71.0	130.0	242.0	77.0	30.0
Bicral	933.0	508.0	535.0	572.0	211.0	379.0	727.0	116.0
Bid	3373.0	3296.0	3127.0	2671.0	1927.0	2272.0	3623.0	1172.0
Bik	11.0	8.0	8.0	6.0	23.0	21.0	22.0	16.0
Bin1	435.0	292.0	309.0	298.0	1003.0	1032.0	564.0	330.0
Bin2	4823.0	3077.0	3565.0	3431.0	649.0	435.0	4753.0	1067.0
Bin3	3128.0	3096.0	2612.0	2622.0	1279.0	1552.0	2136.0	893.0
Birc2	823.0	859.0	653.0	679.0	476.0	1096.0	1003.0	202.0
Birc3	1208.0	1142.0	1182.0	1089.0	264.0	427.0	1287.0	255.0
Birc5	3007.0	3099.0	2785.0	2519.0	5583.0	5995.0	2021.0	1155.0
Birc6	1234.0	1126.0	1056.0	1012.0	701.0	1394.0	1001.0	264.0
Birc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bivm	407.0	358.0	328.0	277.0	68.0	69.0	198.0	24.0
Blcap	421.0	322.0	382.0	367.0	195.0	303.0	314.0	105.0
Blk	1.0	0.0	3.0	0.0	0.0	13.0	0.0	0.0
Blm	2322.0	1844.0	1629.0	1420.0	336.0	552.0	1358.0	259.0
Blmh	2714.0	2497.0	2344.0	2038.0	2181.0	2165.0	2398.0	1057.0
Blnk	6.0	11.0	9.0	3.0	9.0	22.0	20.0	4.0
Bloc1s1	596.0	635.0	622.0	602.0	2606.0	1232.0	631.0	440.0
Bloc1s2	1535.0	1751.0	1820.0	1445.0	3137.0	3251.0	1486.0	772.0
Bloc1s3	468.0	410.0	361.0	375.0	163.0	276.0	330.0	128.0
Bloc1s4	487.0	516.0	443.0	405.0	399.0	789.0	372.0	201.0
Bloc1s5	409.0	441.0	434.0	355.0	216.0	231.0	348.0	112.0
Bloc1s6	1634.0	1528.0	1370.0	1383.0	442.0	396.0	1287.0	380.0
Blvra	1053.0	1103.0	1222.0	878.0	1290.0	1125.0	1226.0	499.0
Blvrb	247.0	262.0	249.0	178.0	253.0	158.0	214.0	104.0
Blzf1	1161.0	1198.0	1090.0	1014.0	102.0	123.0	998.0	269.0
Bmerb1	0.0	0.0	0.0	1.0	3.0	0.0	7.0	0.0
Bmf	10.0	7.0	6.0	10.0	1.0	1.0	11.0	0.0
Bmi1	1382.0	1509.0	1626.0	1287.0	315.0	711.0	1289.0	274.0
Bmp1	2.0	6.0	1.0	5.0	0.0	0.0	10.0	1.0
Bmp10	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Bmp15	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bmp2	1.0	1.0	4.0	2.0	0.0	1.0	0.0	0.0
Bmp2k	511.0	342.0	349.0	397.0	159.0	261.0	335.0	74.0
Bmp3	3.0	2.0	1.0	7.0	8.0	2.0	5.0	0.0
Bmp4	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0
Bmp5	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bmp6	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Bmp7	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0
Bmp8a	122.0	48.0	102.0	70.0	9.0	2.0	49.0	15.0
Bmp8b	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Bmper	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0
Bmpr1a	0.0	5.0	3.0	7.0	0.0	3.0	16.0	0.0
Bmpr1b	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Bmpr2	93.0	100.0	122.0	112.0	193.0	434.0	168.0	71.0
Bms1	2104.0	1622.0	1748.0	1533.0	452.0	458.0	1395.0	378.0
Bmt2	678.0	703.0	629.0	665.0	551.0	310.0	924.0	167.0
Bmx	1448.0	1136.0	1000.0	1088.0	271.0	441.0	1702.0	372.0
Bmyc	19.0	19.0	12.0	11.0	323.0	322.0	207.0	131.0
Bnc1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bnc2	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Bnip1	508.0	493.0	390.0	417.0	484.0	393.0	275.0	159.0
Bnip2	5394.0	4885.0	4474.0	4521.0	1777.0	3268.0	3838.0	1233.0
Bnip3	1437.0	1624.0	1321.0	1423.0	390.0	471.0	1540.0	401.0
Bnip3l	5929.0	5772.0	5013.0	5155.0	1827.0	1655.0	5595.0	1654.0
Bnipl	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Boc	0.0	0.0	1.0	1.0	1.0	4.0	2.0	0.0
Bod1	345.0	378.0	329.0	329.0	283.0	570.0	284.0	126.0
Bod1l	2092.0	1709.0	1527.0	1557.0	1259.0	1741.0	1497.0	683.0
Bok	2.0	11.0	10.0	11.0	5.0	0.0	5.0	0.0
Bola1	225.0	287.0	257.0	263.0	1017.0	661.0	210.0	151.0
Bola2	288.0	365.0	377.0	340.0	4119.0	2513.0	200.0	196.0
Bola3	554.0	747.0	569.0	513.0	1025.0	884.0	406.0	174.0
Boll	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Bop1	2505.0	1823.0	1994.0	1982.0	572.0	521.0	1535.0	494.0
Bora	1497.0	1354.0	1072.0	1162.0	509.0	1168.0	816.0	231.0
Borcs5	384.0	310.0	359.0	323.0	240.0	171.0	308.0	152.0
Borcs6	172.0	131.0	79.0	139.0	231.0	347.0	137.0	83.0
Borcs7	234.0	304.0	188.0	275.0	494.0	501.0	191.0	85.0
Borcs8	153.0	157.0	148.0	128.0	272.0	156.0	157.0	78.0
Bpgm	220.0	286.0	200.0	268.0	155.0	203.0	179.0	91.0
Bphl	740.0	507.0	523.0	435.0	423.0	357.0	900.0	418.0
Bpi	14.0	10.0	13.0	8.0	15.0	9.0	10.0	0.0
Bpifa1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifa2	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bpifa3	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Bpifa5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifa6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb4	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bpifb9b	0.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0
Bpifc	5.0	7.0	0.0	1.0	4.0	1.0	1.0	0.0
Bpnt1	638.0	482.0	584.0	570.0	372.0	418.0	495.0	153.0
Bptf	739.0	564.0	476.0	493.0	692.0	1102.0	524.0	167.0
Braf	1914.0	1666.0	1406.0	1429.0	339.0	570.0	1364.0	188.0
Brap	1703.0	1294.0	1253.0	1357.0	380.0	310.0	1138.0	326.0
Brat1	545.0	368.0	462.0	411.0	87.0	176.0	550.0	116.0
Brca1	1297.0	926.0	1146.0	802.0	263.0	564.0	988.0	156.0
Brca2	739.0	529.0	402.0	490.0	219.0	275.0	452.0	148.0
Brcc3	1808.0	1941.0	1583.0	1441.0	968.0	452.0	1554.0	495.0
Brd1	1271.0	833.0	1019.0	917.0	575.0	1302.0	984.0	318.0
Brd2	4617.0	2793.0	3438.0	2921.0	2588.0	3102.0	3547.0	905.0
Brd3	2248.0	1467.0	1567.0	1574.0	1000.0	1462.0	1407.0	522.0
Brd3os	10.0	5.0	9.0	2.0	1.0	3.0	1.0	0.0
Brd4	2453.0	1459.0	1559.0	1554.0	713.0	1400.0	1585.0	569.0
Brd7	2985.0	2727.0	2573.0	2493.0	1366.0	1374.0	2492.0	727.0
Brd8	4320.0	3478.0	3440.0	3142.0	926.0	2229.0	2727.0	712.0
Brd9	1534.0	1400.0	1384.0	1224.0	870.0	1232.0	1335.0	444.0
Brdt	15.0	7.0	13.0	15.0	10.0	17.0	13.0	4.0
Brf1	1203.0	847.0	762.0	872.0	367.0	731.0	941.0	397.0
Brf2	294.0	203.0	203.0	209.0	108.0	157.0	177.0	86.0
Bri3	115.0	101.0	94.0	110.0	446.0	493.0	83.0	72.0
Bri3bp	921.0	906.0	764.0	951.0	1449.0	1543.0	856.0	472.0
Bricd5	3.0	0.0	0.0	5.0	0.0	2.0	2.0	2.0
Brinp1	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
Brinp2	0.0	0.0	0.0	0.0	1.0	0.0	7.0	0.0
Brinp3	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
