Name	Description	GMP_Ven_A	GMP_Ven_B	GMP_vehicle_A	GMP_vehicle_B	HSC_Ven_A	HSC_Ven_B	HSC_vehicle_A	HSC_vehicle_B
Rrm1	NA	0.09	0.1	0.1	0.09	0.14	0.25	0.06	0.09
Rrm2	NA	0.04	0.05	0.04	0.06	0.07	0.08	0.05	0.05
Rrm2b	NA	0.04	0.03	0.05	0.05	0.1	0.06	0.05	0.07
Rrn3	NA	0.14	0.18	0.19	0.17	0.26	0.33	0.16	0.23
Rrnad1	NA	0.11	0.1	0.09	0.09	0.13	0.07	0.15	0.06
Rrp1	NA	0.21	0.24	0.21	0.2	0.12	0.27	0.19	0.12
Rrp12	NA	0.21	0.26	0.24	0.22	0.25	0.54	0.18	0.21
Rrp15	NA	0.35	0.21	0.2	0.21	0.09	0.12	0.21	0.13
Rrp1b	NA	0.11	0.1	0.08	0.09	0.13	0.15	0.08	0.1
Rrp36	NA	0.09	0.09	0.07	0.09	0.02	0.04	0.1	0.05
Rrp7a	NA	0.15	0.14	0.15	0.13	0.13	0.24	0.16	0.15
Rrp8	NA	0.08	0.05	0.03	0.08	0.02	0.02	0.03	0.04
Rrp9	NA	0.23	0.19	0.16	0.14	0.08	0.16	0.18	0.1
Rrs1	NA	0.09	0.11	0.08	0.08	0.1	0.07	0.12	0.07
Rsad2	NA	0.21	0.14	0.11	0.12	0.16	0.08	0.18	0.18
Rsbn1	NA	0.08	0.08	0.09	0.1	0.05	0.04	0.1	0.12
Rsbn1l	NA	0.19	0.16	0.2	0.17	0.13	0.09	0.22	0.29
Rsf1	NA	0.51	0.58	0.46	0.45	0.24	0.29	0.48	0.41
Rsl1	NA	0.08	0.02	0.03	0.05	0.06	0.12	0.05	0.11
Rsl1d1	NA	0.11	0.08	0.08	0.07	0.07	0.1	0.06	0.05
Rsl24d1	NA	0.14	0.11	0.1	0.1	0.03	0.03	0.11	0.07
Rspry1	NA	0.03	0.03	0.02	0.01	0.06	0.03	0.02	0.02
Rsrc1	NA	0.14	0.1	0.12	0.12	0.05	0.05	0.09	0.1
Rsrc2	NA	0.33	0.26	0.18	0.29	0.15	0.27	0.19	0.18
Rsrp1	NA	0.03	0.02	0.01	0.03	0.01	0.01	0.03	0.02
Rsu1	NA	0.03	0.03	0.02	0.03	0.06	0.3	0.03	0.04
Rtca	NA	0.18	0.11	0.14	0.14	0.13	0.11	0.16	0.11
Rtcb	NA	0.13	0.11	0.11	0.1	0.08	0.14	0.13	0.09
Rtel1	NA	0.06	0.09	0.05	0.06	0.25	0.19	0.09	0.12
Rtf1	NA	0.5	0.35	0.4	0.34	0.09	0.05	0.42	0.2
Rtf2	NA	0.09	0.11	0.09	0.08	0.05	0.09	0.09	0.05
Rtkn2	NA	0.09	0.05	0.05	0.08	0.06	0.06	0.08	0.06
Rtn3	NA	0.02	0.02	0.02	0.02	0.01	0.02	0.02	0.02
Rtn4	NA	0.15	0.12	0.15	0.14	0.04	0.04	0.07	0.08
Rtn4ip1	NA	0.1	0.12	0.09	0.14	0.13	0.07	0.09	0.1
Rtp4	NA	0.06	0.05	0.03	0.06	0.02	0.04	0.01	0.02
Rtraf	NA	0.07	0.03	0.04	0.05	0.03	0.03	0.07	0.05
Rttn	NA	0.16	0.12	0.17	0.12	0.29	0.23	0.1	0.2
Rubcn	NA	0.07	0.07	0.09	0.07	0.18	0.15	0.12	0.27
Rubcnl	NA	0.12	0.18	0.21	0.18	0.06	0.06	0.18	0.09
Rufy1	NA	0.21	0.23	0.25	0.23	0.62	0.69	0.25	0.22
Rufy2	NA	0.08	0.09	0.1	0.13	0.27	0.07	0.15	0.23
Rufy3	NA	0.18	0.15	0.13	0.2	0.24	0.2	0.15	0.32
Rundc1	NA	0.06	0.09	0.09	0.06	0.09	0.13	0.13	0.11
Runx1	NA	0.04	0.04	0.05	0.04	0.03	0.04	0.05	0.08
Runx2	NA	0.04	0.04	0.04	0.05	0.06	0.03	0.04	0.06
Runx3	NA	0.04	0.03	0.04	0.05	0.04	0.06	0.07	0.1
Ruvbl1	NA	0.26	0.28	0.2	0.24	0.16	0.46	0.24	0.19
Ruvbl2	NA	0.25	0.35	0.25	0.27	0.16	0.5	0.33	0.21
Rwdd1	NA	0.24	0.16	0.15	0.2	0.04	0.03	0.15	0.08
Rwdd2a	NA	0.15	0.18	0.23	0.25	0.06	0.35	0.24	0.09
Rwdd2b	NA	0.04	0.04	0.05	0.05	0.03	0.07	0.04	0.05
Rwdd4a	NA	0.04	0.03	0.02	0.04	0.02	0.01	0.05	0.04
Rxra	NA	0.06	0.07	0.12	0.05	0.19	0.13	0.11	0.12
Rxrb	NA	0.06	0.07	0.06	0.06	0.13	0.06	0.1	0.07
Rxylt1	NA	0.11	0.06	0.07	0.08	0.06	0.06	0.07	0.04
Rybp	NA	0.01	0.01	0	0.01	0.02	0.01	0.02	0.02
Ryr1	NA	0.48	0.2	0.57	0.47	0.18	0.03	0.24	0.18
S100a1	NA	0.43	0.35	0.35	0.44	0.02	0.04	0.27	0.13
S100a10	NA	0.06	0.02	0.01	0.05	0	0.01	0.04	0.02
S100a11	NA	0.02	0.02	0.02	0.02	0	0.01	0.01	0.01
S100a13	NA	0.27	0.26	0.22	0.26	0.01	0.02	0.23	0.13
S100a6	NA	0.59	0.32	0.22	0.29	0.01	0.04	0.29	0.15
S100a8	NA	0.08	0.12	0.07	0.17	0	0.04	0.05	0.04
S100a9	NA	0.12	0.18	0.11	0.35	0.01	0.05	0.08	0.06
S100pbp	NA	0.1	0.07	0.09	0.04	0.09	0.02	0.07	0.05
S1pr4	NA	0.08	0.06	0.06	0.09	0.05	0.08	0.04	0.06
Saal1	NA	0.12	0.08	0.11	0.14	0.08	0.07	0.13	0.1
Sac3d1	NA	0.06	0.06	0.04	0.04	0.05	0.04	0.06	0.04
Sacm1l	NA	0.21	0.19	0.18	0.17	2.91	3.58	0.17	0.32
Sacs	NA	0.83	0.74	0.62	0.56	1.84	1.92	0.63	0
Sae1	NA	0.06	0.06	0.05	0.06	0.07	0.06	0.06	0.04
Safb	NA	0.41	0.48	0.4	0.36	0.29	0.37	0.53	0.33
Safb2	NA	0.3	0.42	0.33	0.3	0.32	0.2	0.43	0.25
Samd1	NA	0.79	0.56	0.46	0.61	0.14	0.06	0.76	0.32
Samd4b	NA	0.09	0.08	0.08	0.04	0.21	0.18	0.11	0.18
Samd8	NA	0.23	0.2	0.2	0.15	0.09	0.03	0.26	0.26
Samd9l	NA	0.08	0.07	0.1	0.1	0.36	0.29	0.08	0.25
Samhd1	NA	0.25	0.27	0.27	0.29	0.2	0.26	0.23	0.25
Samm50	NA	0.11	0.11	0.11	0.08	0.08	0.14	0.14	0.09
Samsn1	NA	0.1	0.08	0.08	0.07	0.05	0.07	0.07	0.08
Sap130	NA	0.13	0.21	0.16	0.13	0.3	0.33	0.16	0.31
Sap30	NA	0.3	0.32	0.26	0.25	0.1	0.15	0.27	0.18
Sap30bp	NA	0.16	0.22	0.18	0.16	0.09	0.2	0.17	0.17
Sap30l	NA	0.19	0.09	0.12	0.09	0.07	0.04	0.28	0.08
Sapcd2	NA	0.06	0.09	0.07	0.06	0.04	0.03	0.04	0.05
Sar1a	NA	0.03	0.03	0.02	0.03	0.01	0.01	0.02	0.02
Sar1b	NA	0.14	0.15	0.14	0.12	0.08	0.12	0.11	0.1
Saraf	NA	0.05	0.03	0.04	0.05	0.03	0.03	0.03	0.03
Sarnp	NA	0.31	0.26	0.27	0.28	0.06	0.08	0.27	0.16
Sars	NA	0.24	0.21	0.19	0.21	0.11	0.18	0.22	0.14
Sars2	NA	0.12	0.14	0.19	0.14	0.12	0.15	0.16	0.12
Sart1	NA	0.26	0.34	0.35	0.28	0.2	0.3	0.32	0.16
Sart3	NA	0.15	0.18	0.15	0.17	0.31	0.3	0.19	0.19
Sash1	NA	1.95	1.19	2.61	2.82	0.4	0.15	2.92	1
Sash3	NA	0.07	0.07	0.08	0.08	0.12	0.14	0.07	0.08
Sass6	NA	0.32	0.27	0.31	0.27	0.57	1.32	0.21	0.32
Sat1	NA	0.02	0.01	0.02	0.01	0	0	0.01	0.01
Satb1	NA	0.67	0.54	0.22	0.06	0.16	0.06	0.35	0.25
Sav1	NA	0.24	0.16	0.18	0.15	1.31	1.28	0.21	0.17
Saysd1	NA	0.07	0.03	0.08	0.09	0.02	0.03	0.07	0.06
Sbds	NA	0.18	0.15	0.11	0.17	0.08	0.13	0.15	0.1
Sbf1	NA	0.13	0.18	0.14	0.19	0.37	0.23	0.17	0.21
Sbno1	NA	0.21	0.2	0.21	0.2	0.22	0.15	0.22	0.21
Sbno2	NA	0.14	0.19	0.18	0.17	0.33	0.32	0.17	0.31
Sc5d	NA	0.05	0.04	0.04	0.05	0.02	0.03	0.03	0.04
Scaf1	NA	0.24	0.45	0.29	0.34	0.75	0.89	0.55	0.76
Scaf11	NA	0.32	0.27	0.37	0.25	0.43	0.4	0.34	0.35
Scaf4	NA	0.2	0.39	0.26	0.23	0.36	0.28	0.16	0.32
Scaf8	NA	0.15	0.16	0.17	0.14	0.21	0.15	0.09	0.14
Scai	NA	0.11	0.06	0.11	0.12	0.06	0.01	0.09	0.03
Scamp1	NA	0.04	0.03	0.04	0.05	0.06	0.05	0.04	0.09
Scamp2	NA	0.03	0.04	0.03	0.04	0.03	0.07	0.03	0.04
Scamp3	NA	0.02	0.03	0.01	0.02	0.01	0.02	0.02	0.01
Scand1	NA	0.24	0.46	0.48	0.42	0.06	0.14	0.82	0.31
Scap	NA	0.06	0.07	0.1	0.08	0.15	0.09	0.07	0.1
Scaper	NA	0.22	0.17	0.3	0.2	0.21	0.19	0.23	0.22
Scarb1	NA	0.08	0.12	0.11	0.09	0.25	0.2	0.1	0.14
Scarb2	NA	0.39	0.39	0.26	0.55	0.2	0.32	0.34	0.32
Sccpdh	NA	0.05	0.03	0.04	0.04	0.03	0.03	0.03	0.03
Scd2	NA	0.04	0.04	0.05	0.03	0.06	0.05	0.07	0.08
Scfd1	NA	0.08	0.06	0.07	0.07	0.12	0.18	0.05	0.07
Scfd2	NA	0.22	0.3	0.23	0.27	0.55	0.48	0.19	0.19
Scin	NA	0.24	0.14	0.05	0.24	0.39	0.92	0.2	0.24
Sclt1	NA	0.15	0.07	0.11	0.1	0.14	0.11	0.1	0.15
Scly	NA	0.14	0.17	0.15	0.17	0.16	0.14	0.16	0.15
Scmh1	NA	0.06	0.02	0.06	0.06	0.14	0.07	0.08	0.05
Scnm1	NA	0.25	0.06	0.15	0.14	0.03	0.13	0.08	0.08
Sco1	NA	0.11	0.16	0.11	0.11	0.07	0.1	0.09	0.11
Scp2	NA	0.03	0.03	0.03	0.03	0.01	0.02	0.01	0.01
Scpep1	NA	0.13	0.16	0.16	0.14	0.07	0.11	0.11	0.09
Scrib	NA	0.34	0.36	0.3	0.33	0.39	0.28	0.5	0.59
Scrn2	NA	0.17	0.17	0.17	0.09	0.13	0.13	0.19	0.12
Scrn3	NA	0.15	0.22	0.15	0.15	0.17	0.17	0.13	0.24
Scyl1	NA	0.11	0.13	0.1	0.09	0.2	0.27	0.08	0.11
Scyl2	NA	0.13	0.11	0.14	0.15	0.26	0.24	0.13	0.27
Scyl3	NA	0.08	0.07	0.1	0.09	0.29	0.39	0.1	0.12
Sdad1	NA	0.12	0.11	0.11	0.08	0.1	0.14	0.1	0.08
Sdc3	NA	0.06	0.12	0.05	0.22	0.13	0.06	0.09	0.27
Sdcbp	NA	0.04	0.04	0.03	0.04	0.07	0.11	0.04	0.05
Sdccag8	NA	0.2	0.13	0.17	0.19	0.18	0.19	0.17	0.18
Sde2	NA	0.16	0.15	0.13	0.15	0.1	0.1	0.15	0.17
Sdf2	NA	0.29	0.26	0.19	0.28	0.03	0.05	0.19	0.14
Sdf2l1	NA	0.08	0.09	0.07	0.07	0.04	0.08	0.06	0.04
Sdf4	NA	0.18	0.16	0.18	0.17	0.07	0.11	0.16	0.12
Sdha	NA	0.12	0.13	0.13	0.12	0.18	0.23	0.1	0.13
Sdhaf2	NA	0.04	0.03	0.03	0.04	0.02	0.02	0.03	0.03
Sdhaf3	NA	0.11	0.13	0.11	0.09	0.04	0.06	0.18	0.12
Sdhaf4	NA	0.12	0.08	0.06	0.09	0.02	0.01	0.08	0.05
Sdhb	NA	0.05	0.05	0.05	0.05	0.02	0.06	0.05	0.03
Sdhc	NA	0.07	0.1	0.1	0.07	0.03	0.04	0.07	0.05
Sdhd	NA	0.01	0	0.01	0.01	0	0	0.01	0
Sdk1	NA	0.28	0.37	0.43	0.25	0.11	0	0.22	0.35
Sdr42e1	NA	0.08	0.1	0.08	0.09	0.08	0.14	0.13	0.11
Sec11a	NA	0.29	0.27	0.28	0.27	0.07	0.09	0.26	0.19
Sec11c	NA	0.12	0.1	0.09	0.11	0.02	0.02	0.09	0.06
Sec13	NA	0.08	0.09	0.07	0.07	0.04	0.17	0.06	0.04
Sec14l1	NA	0.18	0.16	0.14	0.13	0.28	0.69	0.2	0.35
Sec16a	NA	0.23	0.27	0.27	0.24	0.67	0.57	0.3	0.61
Sec16b	NA	0.03	0.04	0.03	0.04	0.1	0.06	0.04	0.05
Sec22a	NA	0.08	0.05	0.09	0.08	0.06	0.15	0.09	0.12
Sec22b	NA	0.05	0.04	0.04	0.04	0.02	0.02	0.03	0.02
Sec23a	NA	0.07	0.05	0.07	0.07	0.15	0.24	0.06	0.14
Sec23b	NA	0.09	0.08	0.07	0.06	0.14	0.21	0.09	0.11
Sec23ip	NA	0.2	0.22	0.27	0.17	0.15	0.22	0.17	0.19
Sec24a	NA	0.21	0.14	0.13	0.17	0.25	0.13	0.17	0.25
Sec24b	NA	0.08	0.13	0.11	0.07	0.09	0.05	0.09	0.1
Sec24c	NA	0.08	0.08	0.09	0.07	0.34	0.17	0.1	0.14
Sec24d	NA	0.13	0.15	0.15	0.07	0.37	0.56	0.12	0.28
Sec31a	NA	0.14	0.19	0.16	0.15	0.4	0.49	0.18	0.32
Sec61a1	NA	0.09	0.11	0.09	0.09	0.15	0.43	0.08	0.14
Sec61a2	NA	0.12	0.14	0.15	0.1	0.33	0.21	0.15	0.15
Sec62	NA	0.29	0.28	0.26	0.25	0.04	0.08	0.19	0.15
Sec63	NA	0.35	0.37	0.37	0.27	0.25	0.23	0.27	0.29
Secisbp2	NA	0.14	0.1	0.12	0.24	0.11	0.06	0.15	0.11
Secisbp2l	NA	0.17	0.24	0.19	0.18	0.28	0.15	0.22	0.23
Seh1l	NA	0.08	0.08	0.08	0.07	0.1	0.11	0.06	0.07
Sel1l	NA	0.13	0.15	0.16	0.12	0.15	0.18	0.13	0.29
Selenbp1	NA	0.08	0.08	0.09	0.07	0.04	0.21	0.05	0.04
Selenof	NA	0.03	0.02	0.02	0.03	0.02	0.02	0.02	0.02
Selenoh	NA	0.17	0.24	0.19	0.25	0.04	0.05	0.34	0.19
Selenoi	NA	0.11	0.07	0.06	0.08	0.05	0.05	0.05	0.11
Selenom	NA	0.09	0.08	0.12	0.11	0.01	0.03	0.12	0.08
Selenon	NA	0.04	0.07	0.06	0.05	0.06	0.1	0.06	0.1
Selenoo	NA	0.07	0.06	0.09	0.1	0.32	0.71	0.08	0.1
Selenop	NA	0.09	0.06	0.08	0.06	0.15	0.13	0.08	0.12
Selenos	NA	0.12	0.07	0.08	0.07	0.02	0.01	0.07	0.05
Selenot	NA	0.03	0.03	0.04	0.04	0.01	0.01	0.03	0.04
Selenow	NA	0.12	0.11	0.1	0.13	0.01	0.01	0.1	0.05
Sell	NA	0.08	0.06	0.06	0.07	0.06	0.13	0.03	0.05
Selplg	NA	0.05	0.06	0.04	0.07	0.04	0.07	0.04	0.04
Sem1	NA	0.17	0.12	0.14	0.14	0.01	0.01	0.13	0.06
Sema4a	NA	0.06	0.09	0.1	0.1	0.12	0.07	0.09	0.22
Sema4b	NA	0.82	2	1.56	2.86	0.15	0.32	0.91	1.63
Sema4c	NA	0.34	0.47	0.36	0.41	0.29	0.21	0.39	0.39
Sema4d	NA	0.09	0.23	0.15	0.31	0.36	0.24	0.16	0.35
Sema6b	NA	0.19	0.25	0.15	0.11	0.25	0.11	0.07	0.16
Senp1	NA	0.06	0.05	0.07	0.06	0.15	0.08	0.08	0.12
Senp2	NA	0.07	0.09	0.08	0.07	0.17	0.07	0.09	0.12
Senp3	NA	0.15	0.18	0.17	0.11	0.15	0.17	0.2	0.12
Senp5	NA	0.06	0.06	0.06	0.05	0.08	0.03	0.07	0.1
Senp6	NA	0.15	0.12	0.16	0.15	0.1	0.06	0.12	0.1
Senp7	NA	0.2	0.22	0.24	0.18	0.27	0.24	0.15	0.22
Sephs1	NA	0.05	0.05	0.04	0.04	0.09	0.13	0.05	0.07
Sephs2	NA	0.04	0.05	0.05	0.03	0.05	0.05	0.06	0.05
Sepsecs	NA	0.07	0.09	0.09	0.09	0.16	0.15	0.07	0.12
Sept1	NA	0.21	0.37	0.2	0.22	0.17	0.31	0.29	0.23
Sept10	NA	0.5	0.67	0.55	0.56	0.23	0.28	0.46	0.55
Sept11	NA	0.18	0.18	0.11	0.15	0.19	0.19	0.14	0.23
Sept5	NA	0.17	0.46	0.34	0.39	0.51	1.89	0.52	0.6
Sept6	NA	0.74	0.7	0.67	0.81	0.81	1.82	0.65	0.98
Sept7	NA	0.07	0.07	0.07	0.06	0.06	0.09	0.05	0.06
Sept9	NA	0.09	0.09	0.08	0.08	0.09	0.17	0.08	0.11
Serbp1	NA	0.24	0.23	0.19	0.21	0.05	0.09	0.19	0.12
Serf2	NA	0.05	0.03	0.02	0.05	0	0	0.04	0.02
Sergef	NA	0.13	0.09	0.18	0.19	0.06	0.07	0.1	0.09
Serhl	NA	0.25	0.22	0.24	0.22	0.11	0.26	0.24	0.17
Serinc1	NA	0.16	0.16	0.14	0.18	0.12	0.2	0.09	0.14
Serinc3	NA	0.07	0.06	0.06	0.06	0.05	0.05	0.04	0.05
Serinc5	NA	0.13	0.1	0.12	0.18	0.08	0.06	0.1	0.19
Serp1	NA	0	0	0	0	0	0	0	0
Serpinb1a	NA	0.04	0.04	0.03	0.03	0.03	0.15	0.03	0.03
Serpinb6a	NA	0.11	0.18	0.17	0.19	0.13	0.21	0.2	0.22
Serpinb9	NA	0.19	0.23	0.13	0.2	0.21	0.37	0.16	0.17
Sertad1	NA	0.1	0.1	0.08	0.13	0.02	0.06	0.14	0.1
Sertad2	NA	0.03	0.03	0.01	0.02	0.05	0.02	0.06	0.05
Sertad3	NA	0.03	0.04	0.05	0.04	0.01	0.02	0.05	0.06
Sesn1	NA	0.04	0.04	0.05	0.06	0.09	0.07	0.05	0.05
Sesn2	NA	0.05	0.1	0.04	0.05	0.08	0.38	0.06	0.05
Sesn3	NA	0.2	0	0	0.17	0.19	0.09	0.38	0.25
Sestd1	NA	0.34	0.18	0.47	0.16	0.41	0.46	0.29	0.21
Set	NA	0	0	0	0	0	0	0	0
Setd1a	NA	0.54	0.48	0.6	0.45	0.13	0.06	0.6	0.18
Setd1b	NA	0.92	1.19	0.76	1.12	0.32	0.34	1.25	0.53
Setd2	NA	0.38	0.34	0.48	0.32	0.67	0.47	0.4	0.67
Setd3	NA	0.14	0.13	0.14	0.11	0.1	0.09	0.15	0.12
Setd5	NA	0.24	0.26	0.31	0.22	0.39	0.22	0.37	0.39
Setd6	NA	0.08	0.1	0.17	0.12	0.06	0.07	0.09	0.1
Setd7	NA	0.26	0.21	0.27	0.28	0.17	0.12	0.33	0.35
Setdb1	NA	0.16	0.22	0.18	0.18	0.28	0.22	0.12	0.18
Setdb2	NA	0.14	0.1	0.15	0.13	0.33	0.15	0.11	0.14
Setx	NA	0.4	0.36	0.54	0.28	0.35	0.18	0.29	0.25
Sf1	NA	0.12	0.14	0.12	0.11	0.11	0.12	0.09	0.1
Sf3a1	NA	0.37	0.62	0.49	0.44	0.49	0.54	0.4	0.39
Sf3a2	NA	0.11	0.23	0.11	0.12	0.17	0.46	0.11	0.09
Sf3a3	NA	0.13	0.1	0.09	0.09	0.06	0.14	0.1	0.07
Sf3b1	NA	0.1	0.1	0.13	0.1	0.15	0.16	0.07	0.07
Sf3b2	NA	0.23	0.29	0.24	0.23	0.19	0.21	0.27	0.2
Sf3b3	NA	0.11	0.12	0.13	0.1	0.35	0.36	0.11	0.14
Sf3b4	NA	0.05	0.04	0.03	0.04	0.12	0.18	0.03	0.05
Sf3b6	NA	0.11	0.09	0.08	0.09	0.01	0.02	0.09	0.06
Sfi1	NA	0.17	0.09	0.3	0.27	0.19	0.23	0.18	0.2
Sfmbt1	NA	0.12	0.17	0.16	0.14	0.16	0.14	0.13	0.17
Sfpq	NA	0.43	0.47	0.39	0.31	0.12	0.12	0.26	0.16
Sfr1	NA	0.12	0.1	0.1	0.09	0.06	0.06	0.09	0.08
Sfswap	NA	0.35	0.46	0.41	0.49	0.38	0.27	0.34	0.23
Sft2d2	NA	0.01	0.01	0.02	0.02	0.04	0.03	0.03	0.04
Sfxn1	NA	0.07	0.07	0.07	0.07	0.03	0.03	0.06	0.05
Sfxn2	NA	0.04	0.05	0.04	0.07	0.02	0.07	0.04	0.04
Sfxn3	NA	0.05	0.04	0.06	0.05	0.03	0.03	0.06	0.07
Sgcb	NA	0.11	0.13	0.13	0.15	0.26	0.3	0.12	0.35
Sgf29	NA	0.19	0.08	0.16	0.14	0.15	0.14	0.19	0.15
Sgip1	NA	0.01	0.01	0.02	0.01	0.03	0.02	0.02	0.03
Sgk1	NA	0.07	0.13	0.15	0.14	0.19	0.22	0.14	0.24
Sgk3	NA	0.03	0.02	0.02	0.03	0.07	0.02	0.03	0.04
Sgms2	NA	0.03	0.02	0.03	0.02	0.07	0.05	0.02	0.04
Sgo1	NA	0.05	0.04	0.05	0.07	0.06	0.08	0.06	0.07
Sgo2a	NA	0.11	0.13	0.14	0.15	0.22	0.31	0.12	0.14
Sgpl1	NA	0.09	0.08	0.06	0.09	0.14	0.16	0.07	0.13
Sgpp1	NA	0.02	0.03	0.03	0.03	0.03	0.02	0.03	0.05
Sgsh	NA	0.28	0.56	0.48	0.35	0.17	0.27	0.33	0.38
Sgsm2	NA	0.14	0.38	0.22	0.14	0.14	0.03	0.16	0.11
Sgsm3	NA	0.12	0.14	0.07	0.06	0.26	0.49	0.12	0.26
Sgta	NA	0.08	0.11	0.07	0.09	0.07	0.08	0.09	0.1
Sh2b1	NA	0.09	0.1	0.14	0.13	0.15	0.06	0.14	0.1
Sh2b2	NA	0.11	0.16	0.15	0.13	0.68	1.45	0.17	0.21
Sh2b3	NA	0.02	0.02	0.04	0.02	0.1	0.04	0.04	0.04
Sh2d3c	NA	0.1	0.13	0.09	0.09	0.42	0.3	0.11	0.15
Sh2d5	NA	0.03	0.05	0.04	0.05	0.12	0.13	0.04	0.07
Sh3bgrl	NA	0.04	0.04	0.04	0.04	0.03	0.06	0.04	0.04
Sh3bgrl3	NA	0.04	0.03	0.03	0.03	0.01	0.02	0.03	0.02
Sh3bp2	NA	0.08	0.08	0.05	0.1	0.1	0.07	0.09	0.07
Sh3bp5	NA	0.11	0.2	0.14	0.1	0.07	0.05	0.11	0.09
Sh3bp5l	NA	0.04	0.04	0.07	0.1	0.16	0.09	0.13	0.1
Sh3d19	NA	0.05	0.07	0.06	0.05	0.08	0.07	0.06	0.05
Sh3gl1	NA	0.1	0.12	0.12	0.13	0.26	0.29	0.13	0.12
Sh3glb1	NA	0.08	0.05	0.05	0.06	0.03	0.03	0.05	0.03
Sh3glb2	NA	0.09	0.08	0.06	0.1	0.05	0.09	0.1	0.06
Sh3kbp1	NA	0.05	0.04	0.05	0.04	0.13	0.09	0.05	0.06
Sh3pxd2a	NA	1.35	2.68	0.39	0.5	0.84	0.27	2.6	2.71
Sh3tc1	NA	0.11	0.14	0.08	0.15	0.68	0.41	0.19	0.27
Sharpin	NA	0.02	0.01	0.01	0.02	0.02	0.02	0.01	0.01
Shc1	NA	0.04	0.04	0.05	0.04	0.09	0.14	0.04	0.06
Shcbp1	NA	0.15	0.16	0.13	0.14	0.16	0.46	0.12	0.1
Shisa5	NA	0.01	0.01	0	0.01	0.02	0.02	0.01	0.01
Shkbp1	NA	0.08	0.11	0.1	0.09	0.07	0.18	0.1	0.07
Shld2	NA	0.08	0.14	0.12	0.1	0.13	0.1	0.07	0.06
Shmt1	NA	0.09	0.08	0.07	0.09	0.2	0.26	0.1	0.1
Shmt2	NA	0.16	0.25	0.16	0.15	0.16	0.55	0.21	0.2
Shoc2	NA	0.03	0.01	0.02	0.02	0.07	0.04	0.03	0.05
Shprh	NA	0.16	0.16	0.1	0.12	0.24	0.29	0.13	0.23
Shq1	NA	0.22	0.22	0.18	0.14	0.27	0.44	0.18	0.17
Siae	NA	0.15	0.17	0.16	0.16	0.15	0.18	0.11	0.19
Sidt2	NA	0.05	0.04	0.06	0.04	0.09	0.04	0.05	0.08
Sigirr	NA	0.05	0.07	0.05	0.06	0.04	0.05	0.05	0.05
Siglece	NA	0.07	0.14	0.1	0.12	0.05	0.22	0.09	0.12
Siglecf	NA	0.07	0.11	0.11	0.13	0.17	0.2	0.13	0.22
Siglecg	NA	0.05	0.13	0.11	0.28	0.12	0.17	0.11	0.15
Sigmar1	NA	0.08	0.14	0.06	0.11	0.03	0.1	0.04	0.05
Sik1	NA	0.08	0.08	0.27	0.15	0.33	0.36	0.27	0.32
Sik2	NA	0.2	0.18	0.22	0.2	1.22	7	0.26	1.1
Sik3	NA	0.26	0.37	0.32	0.3	0.45	0.24	0.31	0.39
Sike1	NA	0.13	0.08	0.1	0.1	0.14	0.09	0.13	0.11
Sil1	NA	0.24	0.25	0.23	0.29	0.13	0.31	0.25	0.18
Simc1	NA	0.13	0.23	0.16	0.12	0.34	0.63	0.21	0.73
Sin3a	NA	0.23	0.27	0.26	0.21	0.33	0.49	0.21	0.27
Sin3b	NA	0.2	0.15	0.15	0.18	0.05	0.17	0.16	0.12
Sinhcaf	NA	0.04	0.02	0.02	0.02	0.03	0.02	0.02	0.03
Sipa1	NA	0.06	0.07	0.07	0.08	0.15	0.13	0.09	0.1
Sipa1l1	NA	0.13	0.18	0.22	0.12	0.46	0.55	0.16	0.32
Sipa1l2	NA	0.16	0.2	0.12	0.19	0.6	0.11	0.16	0.26
Sipa1l3	NA	0.23	0.28	0.39	0.29	0.48	0.24	0.34	0.47
Sirpa	NA	0.05	0.06	0.06	0.06	0.07	0.04	0.05	0.09
Sirt1	NA	0.16	0.14	0.16	0.13	0.12	0.04	0.08	0.15
Sirt2	NA	0.1	0.11	0.09	0.08	0.16	0.21	0.08	0.07
Sirt3	NA	0.03	0.04	0.02	0.04	0.04	0.01	0.02	0.01
Sirt4	NA	0.04	0.13	0.13	0.09	0.19	0.17	0.2	0.09
Sirt6	NA	0.14	0.06	0.11	0.13	0.16	0.23	0.16	0.13
Sirt7	NA	0.06	0.07	0.07	0.09	0.05	0.04	0.08	0.06
Siva1	NA	0.02	0.02	0.01	0.02	0	0	0.02	0.01
Ska1	NA	0.08	0.05	0.05	0.08	0.01	0.03	0.05	0.02
Ska2	NA	0.03	0.02	0.02	0.03	0.02	0.02	0.03	0.02
Ska3	NA	0.06	0.04	0.04	0.05	0.04	0.07	0.06	0.06
Skap2	NA	0.14	0.14	0.16	0.12	0.09	0.11	0.11	0.08
Ski	NA	0.16	0.1	0.1	0.1	0.24	0.16	0.13	0.19
Skil	NA	0.15	0.2	0.22	0.14	0.14	0.08	0.14	0.21
Skiv2l	NA	0.17	0.26	0.23	0.19	0.36	0.3	0.21	0.27
Skp1a	NA	0.09	0.08	0.08	0.08	0.03	0.05	0.06	0.04
Skp2	NA	0.02	0.01	0.02	0.03	0.08	0.06	0.03	0.05
Sla	NA	0.04	0.03	0.03	0.04	0.04	0.05	0.04	0.04
